CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
13336,IPC,392,1,1
13337,IPC,379,1,1
13338,IT,66D,1,1
13339,IPC,302,1,1
13340,IPC,392,1,1
13341,SCST,3,1,1
13342,IPC,302,1,1
13343,NDPS,20,1,1
13344,IPC,420,1,1
13344,IPC,468,1,2
13345,IPC,323,1,1
13346,IPC,302,1,1
13347,IPC,354,1,1
13348,IPC,379,1,1
13349,IPC,354,1,1
13350,NDPS,21,1,1
13351,SCST,3,1,1
13352,IPC,307,1,1
13353,IPC,307,1,1
13354,SCST,3,1,1
13355,SCST,3,1,1
13356,SCST,3,1,1
13357,IPC,392,1,1
13358,IPC,392,1,1
13359,IPC,302,1,1
13360,IPC,392,1,1
13361,IPC,354,1,1
13362,IPC,323,1,1
13363,IPC,379,1,1
13364,IT,66D,1,1
13365,IPC,498A,1,1
13365,DV,3,1,2
13366,SCST,3,1,1
13367,IPC,307,1,1
13368,IPC,302,1,1
13369,SCST,3,1,1
13370,IPC,323,1,1
13371,IPC,307,1,1
13372,SCST,3,1,1
13373,IPC,307,1,1
13374,IPC,302,1,1
13375,IPC,323,1,1
13376,IPC,323,1,1
13377,IPC,420,1,1
13378,NDPS,20,1,1
13379,IPC,379,1,1
13380,IPC,379,1,1
13381,IPC,392,1,1
13382,IPC,392,1,1
13383,IPC,392,1,1
13384,IPC,420,1,1
13385,IPC,379,1,1
13386,IPC,376,1,1
13387,SCST,3,1,1
13388,NDPS,20,1,1
13389,IPC,354,1,1
13390,IPC,323,1,1
13391,IPC,302,1,1
13392,SCST,3,1,1
13393,IPC,307,1,1
13394,IPC,326,1,1
13395,IPC,379,1,1
13396,IPC,302,1,1
13397,IPC,326,1,1
13398,IPC,323,1,1
13399,IPC,392,1,1
13400,IPC,379,1,1
13401,IPC,380,1,1
13401,IPC,454,1,2
13402,IPC,379,1,1
13403,IPC,307,1,1
13404,IPC,354,1,1
13405,IPC,379,1,1
13406,IPC,379,1,1
13407,IPC,379,1,1
13408,IPC,323,1,1
13409,IPC,498A,1,1
13409,DV,3,1,2
13410,SCST,3,1,1
13411,IPC,380,1,1
13411,IPC,454,1,2
13412,IPC,379,1,1
13413,NDPS,20,1,1
13414,IPC,376,1,1
13415,IPC,420,1,1
13415,IPC,468,1,2
13416,SCST,3,1,1
13417,IPC,420,1,1
13418,IPC,379,1,1
13419,NDPS,21,1,1
13420,SCST,3,1,1
13421,IPC,323,1,1
13422,IPC,323,1,1
13423,NDPS,20,1,1
13424,IPC,302,1,1
13425,IPC,307,1,1
13426,IPC,420,1,1
13426,IPC,468,1,2
13427,NDPS,21,1,1
13428,IPC,380,1,1
13428,IPC,454,1,2
13429,IPC,307,1,1
13430,IPC,307,1,1
13431,IPC,392,1,1
13432,IPC,302,1,1
13433,IPC,354,1,1
13434,IPC,307,1,1
13435,IPC,323,1,1
13436,IT,66D,1,1
13437,IT,66D,1,1
13438,IPC,376,1,1
13439,IPC,498A,1,1
13439,DV,3,1,2
13440,IPC,392,1,1
13441,IPC,326,1,1
13442,IPC,380,1,1
13442,IPC,454,1,2
13443,IPC,379,1,1
13444,IPC,323,1,1
13445,IPC,392,1,1
13446,IPC,326,1,1
13447,IPC,302,1,1
13448,IPC,498A,1,1
13448,DV,3,1,2
13449,IPC,379,1,1
13450,IPC,323,1,1
13451,IPC,379,1,1
13452,IPC,420,1,1
13453,IPC,307,1,1
13454,IPC,326,1,1
13455,IPC,392,1,1
13456,IT,66D,1,1
13457,NDPS,20,1,1
13458,IPC,380,1,1
13458,IPC,454,1,2
13459,IPC,392,1,1
13460,IPC,392,1,1
13461,IT,66D,1,1
13462,IPC,302,1,1
13463,IPC,376,1,1
13464,IPC,326,1,1
13465,IPC,326,1,1
13466,IPC,326,1,1
13467,SCST,3,1,1
13468,IPC,307,1,1
13469,IPC,420,1,1
13469,IPC,468,1,2
13470,IPC,420,1,1
13471,IPC,376,1,1
13472,IPC,392,1,1
13473,IPC,326,1,1
13474,IPC,380,1,1
13474,IPC,454,1,2
13475,SCST,3,1,1
13476,IPC,326,1,1
13477,IPC,302,1,1
13478,IPC,379,1,1
13479,IPC,392,1,1
13480,IPC,380,1,1
13480,IPC,454,1,2
13481,IPC,323,1,1
13482,NDPS,21,1,1
13483,IPC,380,1,1
13483,IPC,454,1,2
13484,IPC,307,1,1
13485,IPC,379,1,1
13486,IPC,379,1,1
13487,IPC,392,1,1
13488,IPC,498A,1,1
13488,DV,3,1,2
13489,IT,66D,1,1
13490,IPC,302,1,1
13491,IPC,392,1,1
13492,IPC,323,1,1
13493,IPC,392,1,1
13494,IPC,392,1,1
13495,IPC,392,1,1
13496,IPC,307,1,1
13497,IPC,354,1,1
13498,IPC,498A,1,1
13498,DV,3,1,2
13499,IPC,302,1,1
13500,IPC,376,1,1
13501,IPC,302,1,1
13502,IPC,323,1,1
13503,IPC,307,1,1
13504,IPC,323,1,1
13505,IPC,323,1,1
13506,IT,66C,1,1
13506,IT,66D,1,2
13507,IPC,307,1,1
13508,IPC,323,1,1
13509,IPC,376,1,1
13510,IPC,392,1,1
13511,IPC,420,1,1
13512,IPC,326,1,1
13513,IPC,392,1,1
13514,IPC,326,1,1
13515,IPC,392,1,1
13516,IPC,392,1,1
13517,NDPS,21,1,1
13518,IT,66C,1,1
13518,IT,66D,1,2
13519,IPC,379,1,1
13520,IPC,354,1,1
13521,IPC,498A,1,1
13521,DV,3,1,2
13522,IPC,380,1,1
13522,IPC,454,1,2
13523,IPC,354,1,1
13524,IPC,326,1,1
13525,IPC,379,1,1
13526,IPC,420,1,1
13526,IPC,468,1,2
13527,IPC,302,1,1
13528,IPC,323,1,1
13529,IPC,323,1,1
13530,IPC,380,1,1
13530,IPC,454,1,2
13531,IPC,302,1,1
13532,IPC,498A,1,1
13532,DV,3,1,2
13533,IPC,323,1,1
13534,IPC,307,1,1
13535,SCST,3,1,1
13536,IPC,420,1,1
13536,IPC,468,1,2
13537,IPC,392,1,1
13538,IPC,354,1,1
13539,IPC,379,1,1
13540,IPC,380,1,1
13540,IPC,454,1,2
13541,IPC,354,1,1
13542,IPC,392,1,1
13543,IPC,326,1,1
13544,IPC,379,1,1
13545,IPC,392,1,1
13546,IPC,420,1,1
13547,IPC,323,1,1
13548,SCST,3,1,1
13549,SCST,3,1,1
13550,IPC,380,1,1
13550,IPC,454,1,2
13551,SCST,3,1,1
13552,IPC,323,1,1
13553,IPC,326,1,1
13554,IPC,392,1,1
13555,IT,66C,1,1
13555,IT,66D,1,2
13556,IPC,354,1,1
13557,IPC,323,1,1
13558,IPC,380,1,1
13558,IPC,454,1,2
13559,IPC,379,1,1
13560,IPC,380,1,1
13560,IPC,454,1,2
13561,IPC,420,1,1
13561,IPC,468,1,2
13562,IPC,376,1,1
13563,IPC,307,1,1
13564,IPC,379,1,1
13565,IPC,392,1,1
13566,IPC,376,1,1
13567,IPC,392,1,1
13568,IPC,420,1,1
13569,IPC,392,1,1
13570,IPC,326,1,1
13571,IPC,354,1,1
13572,IPC,392,1,1
13573,IPC,379,1,1
13574,IPC,380,1,1
13574,IPC,454,1,2
13575,IPC,379,1,1
13576,IPC,376,1,1
13577,IPC,379,1,1
13578,IPC,380,1,1
13578,IPC,454,1,2
13579,IPC,302,1,1
13580,IPC,392,1,1
13581,IPC,379,1,1
13582,IPC,323,1,1
13583,IPC,302,1,1
13584,IPC,323,1,1
13585,IPC,323,1,1
13586,IPC,323,1,1
13587,IPC,307,1,1
13588,IPC,354,1,1
13589,IT,66D,1,1
13590,IPC,392,1,1
13591,IPC,323,1,1
13592,IPC,376,1,1
13593,IPC,380,1,1
13593,IPC,454,1,2
13594,SCST,3,1,1
13595,IPC,392,1,1
13596,IPC,420,1,1
13597,IT,66C,1,1
13597,IT,66D,1,2
13598,IPC,302,1,1
13599,SCST,3,1,1
13600,SCST,3,1,1
13601,IPC,323,1,1
13602,IPC,420,1,1
13602,IPC,468,1,2
13603,IPC,302,1,1
13604,IPC,392,1,1
13605,IPC,307,1,1
13606,IPC,420,1,1
13607,IPC,354,1,1
13608,IPC,302,1,1
13609,IPC,354,1,1
13610,IPC,323,1,1
13611,IPC,326,1,1
13612,IPC,420,1,1
13613,IPC,323,1,1
13614,IPC,323,1,1
13615,IPC,392,1,1
13616,SCST,3,1,1
13617,IPC,379,1,1
13618,IPC,323,1,1
13619,NDPS,21,1,1
13620,IPC,323,1,1
13621,IPC,307,1,1
13622,IPC,307,1,1
13623,IPC,392,1,1
13624,IPC,323,1,1
13625,IPC,302,1,1
13626,IPC,379,1,1
13627,IPC,354,1,1
13628,SCST,3,1,1
13629,NDPS,21,1,1
13630,SCST,3,1,1
13631,IPC,392,1,1
13632,IT,66D,1,1
13633,IPC,392,1,1
13634,IPC,323,1,1
13635,IPC,323,1,1
13636,IPC,323,1,1
13637,IPC,392,1,1
13638,IT,66C,1,1
13638,IT,66D,1,2
13639,NDPS,21,1,1
13640,IPC,307,1,1
13641,IPC,379,1,1
13642,SCST,3,1,1
13643,IPC,420,1,1
13644,NDPS,20,1,1
13645,IPC,392,1,1
13646,NDPS,21,1,1
13647,IPC,307,1,1
13648,IPC,323,1,1
13649,NDPS,20,1,1
13650,IPC,302,1,1
13651,IPC,392,1,1
13652,IPC,376,1,1
13653,IPC,376,1,1
13654,IPC,498A,1,1
13654,DV,3,1,2
13655,IPC,392,1,1
13656,IPC,380,1,1
13656,IPC,454,1,2
13657,IPC,354,1,1
13658,IPC,420,1,1
13658,IPC,468,1,2
13659,IPC,420,1,1
13659,IPC,468,1,2
13660,IPC,354,1,1
13661,IPC,302,1,1
13662,IPC,307,1,1
13663,NDPS,21,1,1
13664,IPC,379,1,1
13665,SCST,3,1,1
13666,IPC,379,1,1
13667,NDPS,21,1,1
13668,IPC,379,1,1
13669,IPC,376,1,1
13670,IPC,354,1,1
13671,IPC,307,1,1
13672,IPC,379,1,1
13673,IPC,498A,1,1
13673,DV,3,1,2
13674,IPC,379,1,1
13675,IPC,376,1,1
13676,NDPS,20,1,1
13677,IPC,326,1,1
13678,IPC,376,1,1
13679,IPC,323,1,1
13680,IPC,380,1,1
13680,IPC,454,1,2
13681,NDPS,20,1,1
13682,IPC,354,1,1
13683,IPC,420,1,1
13683,IPC,468,1,2
13684,IT,66D,1,1
13685,IPC,376,1,1
13686,IPC,392,1,1
13687,IPC,326,1,1
13688,IPC,380,1,1
13688,IPC,454,1,2
13689,IPC,498A,1,1
13689,DV,3,1,2
13690,IPC,379,1,1
13691,IPC,380,1,1
13691,IPC,454,1,2
13692,IPC,379,1,1
13693,IPC,379,1,1
13694,IT,66C,1,1
13694,IT,66D,1,2
13695,IPC,392,1,1
13696,IT,66D,1,1
13697,IPC,302,1,1
13698,IPC,323,1,1
13699,IPC,326,1,1
13700,NDPS,21,1,1
13701,IPC,498A,1,1
13701,DV,3,1,2
13702,IT,66C,1,1
13702,IT,66D,1,2
13703,IPC,380,1,1
13703,IPC,454,1,2
13704,SCST,3,1,1
13705,IPC,498A,1,1
13705,DV,3,1,2
13706,SCST,3,1,1
13707,IPC,323,1,1
13708,IPC,307,1,1
13709,IPC,379,1,1
13710,IPC,307,1,1
13711,IPC,392,1,1
13712,NDPS,20,1,1
13713,IT,66C,1,1
13713,IT,66D,1,2
13714,NDPS,20,1,1
13715,IPC,326,1,1
13716,IPC,354,1,1
13717,IPC,326,1,1
13718,IPC,302,1,1
13719,IPC,392,1,1
13720,IPC,323,1,1
13721,IPC,323,1,1
13722,IPC,307,1,1
13723,IPC,376,1,1
13724,IT,66D,1,1
13725,IPC,420,1,1
13726,SCST,3,1,1
13727,IT,66D,1,1
13728,IPC,392,1,1
13729,IPC,326,1,1
13730,IPC,307,1,1
13731,IT,66C,1,1
13731,IT,66D,1,2
13732,IPC,302,1,1
13733,IPC,354,1,1
13734,IPC,323,1,1
13735,IPC,420,1,1
13736,IPC,354,1,1
13737,IPC,354,1,1
13738,IT,66C,1,1
13738,IT,66D,1,2
13739,IPC,498A,1,1
13739,DV,3,1,2
13740,IPC,498A,1,1
13740,DV,3,1,2
13741,IPC,420,1,1
13741,IPC,468,1,2
13742,IPC,326,1,1
13743,IPC,323,1,1
13744,SCST,3,1,1
13745,NDPS,20,1,1
13746,IT,66C,1,1
13746,IT,66D,1,2
13747,IPC,354,1,1
13748,NDPS,20,1,1
13749,IPC,307,1,1
13750,IT,66C,1,1
13750,IT,66D,1,2
13751,SCST,3,1,1
13752,NDPS,21,1,1
13753,IPC,420,1,1
13754,IPC,326,1,1
13755,IPC,379,1,1
13756,IPC,376,1,1
13757,IPC,323,1,1
13758,IPC,380,1,1
13758,IPC,454,1,2
13759,IPC,354,1,1
13760,IPC,376,1,1
13761,IPC,379,1,1
13762,IPC,420,1,1
13763,IPC,323,1,1
13764,IPC,323,1,1
13765,IPC,392,1,1
13766,IPC,498A,1,1
13766,DV,3,1,2
13767,IT,66C,1,1
13767,IT,66D,1,2
13768,IT,66D,1,1
13769,IPC,379,1,1
13770,IPC,323,1,1
13771,IPC,420,1,1
13771,IPC,468,1,2
13772,IPC,302,1,1
13773,IPC,302,1,1
13774,IPC,380,1,1
13774,IPC,454,1,2
13775,NDPS,21,1,1
13776,NDPS,21,1,1
13777,IPC,354,1,1
13778,IT,66C,1,1
13778,IT,66D,1,2
13779,IPC,420,1,1
13780,IPC,307,1,1
13781,IPC,380,1,1
13781,IPC,454,1,2
13782,IPC,420,1,1
13783,IPC,420,1,1
13783,IPC,468,1,2
13784,IPC,380,1,1
13784,IPC,454,1,2
13785,IPC,392,1,1
13786,IPC,392,1,1
13787,IT,66D,1,1
13788,IPC,354,1,1
13789,IPC,326,1,1
13790,IPC,379,1,1
13791,IPC,379,1,1
13792,IPC,498A,1,1
13792,DV,3,1,2
13793,IPC,307,1,1
13794,SCST,3,1,1
13795,IPC,379,1,1
13796,IPC,302,1,1
13797,IPC,420,1,1
13798,IPC,326,1,1
13799,IPC,323,1,1
13800,IPC,380,1,1
13800,IPC,454,1,2
13801,IPC,498A,1,1
13801,DV,3,1,2
13802,IPC,354,1,1
13803,IPC,302,1,1
13804,IPC,380,1,1
13804,IPC,454,1,2
13805,SCST,3,1,1
13806,IPC,376,1,1
13807,IPC,498A,1,1
13807,DV,3,1,2
13808,IPC,379,1,1
13809,IPC,379,1,1
13810,IPC,380,1,1
13810,IPC,454,1,2
13811,IPC,379,1,1
13812,IPC,379,1,1
13813,IPC,302,1,1
13814,SCST,3,1,1
13815,IPC,392,1,1
13816,IPC,323,1,1
13817,IPC,379,1,1
13818,IPC,379,1,1
13819,IPC,420,1,1
13819,IPC,468,1,2
13820,IPC,302,1,1
13821,IPC,376,1,1
13822,IPC,323,1,1
13823,IPC,380,1,1
13823,IPC,454,1,2
13824,IPC,323,1,1
13825,IT,66D,1,1
13826,IPC,379,1,1
13827,NDPS,20,1,1
13828,NDPS,20,1,1
13829,IPC,380,1,1
13829,IPC,454,1,2
13830,IPC,392,1,1
13831,IPC,326,1,1
13832,IPC,376,1,1
13833,IPC,354,1,1
13834,IPC,392,1,1
13835,SCST,3,1,1
13836,IPC,379,1,1
13837,IPC,326,1,1
13838,IPC,392,1,1
13839,IPC,420,1,1
13839,IPC,468,1,2
13840,IPC,323,1,1
13841,IPC,376,1,1
13842,SCST,3,1,1
13843,NDPS,20,1,1
13844,IPC,302,1,1
13845,SCST,3,1,1
13846,IPC,323,1,1
13847,IT,66D,1,1
13848,IPC,380,1,1
13848,IPC,454,1,2
13849,IPC,326,1,1
13850,IPC,323,1,1
13851,SCST,3,1,1
13852,IPC,323,1,1
13853,SCST,3,1,1
13854,IPC,498A,1,1
13854,DV,3,1,2
13855,IPC,379,1,1
13856,IPC,354,1,1
13857,IPC,392,1,1
13858,NDPS,21,1,1
13859,IPC,376,1,1
13860,IPC,392,1,1
13861,IPC,376,1,1
13862,IPC,376,1,1
13863,IPC,323,1,1
13864,IPC,392,1,1
13865,SCST,3,1,1
13866,IPC,380,1,1
13866,IPC,454,1,2
13867,IPC,380,1,1
13867,IPC,454,1,2
13868,IPC,379,1,1
13869,IPC,326,1,1
13870,IPC,307,1,1
13871,IT,66D,1,1
13872,IPC,379,1,1
13873,IT,66C,1,1
13873,IT,66D,1,2
13874,IPC,323,1,1
13875,IPC,392,1,1
13876,IPC,323,1,1
13877,IPC,379,1,1
13878,IPC,379,1,1
13879,IPC,392,1,1
13880,IT,66C,1,1
13880,IT,66D,1,2
13881,IPC,380,1,1
13881,IPC,454,1,2
13882,IPC,498A,1,1
13882,DV,3,1,2
13883,IPC,323,1,1
13884,SCST,3,1,1
13885,IPC,376,1,1
13886,IPC,380,1,1
13886,IPC,454,1,2
13887,IPC,380,1,1
13887,IPC,454,1,2
13888,IPC,323,1,1
13889,IPC,379,1,1
13890,IPC,376,1,1
13891,IPC,354,1,1
13892,IPC,380,1,1
13892,IPC,454,1,2
13893,IPC,323,1,1
13894,IPC,307,1,1
13895,IPC,379,1,1
13896,IPC,326,1,1
13897,IPC,379,1,1
13898,IPC,379,1,1
13899,NDPS,21,1,1
13900,IPC,302,1,1
13901,IPC,498A,1,1
13901,DV,3,1,2
13902,IPC,323,1,1
13903,IPC,498A,1,1
13903,DV,3,1,2
13904,IPC,420,1,1
13905,IPC,326,1,1
13906,IT,66C,1,1
13906,IT,66D,1,2
13907,SCST,3,1,1
13908,IPC,379,1,1
13909,IPC,307,1,1
13910,IPC,420,1,1
13911,IPC,354,1,1
13912,IPC,379,1,1
13913,IPC,376,1,1
13914,IPC,380,1,1
13914,IPC,454,1,2
13915,IPC,379,1,1
13916,IPC,354,1,1
13917,IPC,307,1,1
13918,IPC,392,1,1
13919,SCST,3,1,1
13920,IPC,392,1,1
13921,IT,66C,1,1
13921,IT,66D,1,2
13922,IPC,392,1,1
13923,IPC,354,1,1
13924,IT,66C,1,1
13924,IT,66D,1,2
13925,IPC,302,1,1
13926,IPC,354,1,1
13927,IPC,302,1,1
13928,IPC,323,1,1
13929,IPC,323,1,1
13930,IPC,323,1,1
13931,IPC,302,1,1
13932,IPC,307,1,1
13933,IPC,380,1,1
13933,IPC,454,1,2
13934,IPC,392,1,1
13935,IPC,326,1,1
13936,IPC,326,1,1
13937,IPC,498A,1,1
13937,DV,3,1,2
13938,IPC,302,1,1
13939,IPC,379,1,1
13940,IPC,380,1,1
13940,IPC,454,1,2
13941,IPC,307,1,1
13942,IPC,302,1,1
13943,IPC,326,1,1
13944,IPC,498A,1,1
13944,DV,3,1,2
13945,IT,66D,1,1
13946,IPC,392,1,1
13947,NDPS,21,1,1
13948,IPC,376,1,1
13949,IT,66D,1,1
13950,NDPS,20,1,1
13951,IPC,380,1,1
13951,IPC,454,1,2
13952,IPC,420,1,1
13952,IPC,468,1,2
13953,IPC,379,1,1
13954,IPC,420,1,1
13954,IPC,468,1,2
13955,IPC,302,1,1
13956,IPC,392,1,1
13957,IPC,392,1,1
13958,IPC,323,1,1
13959,IPC,376,1,1
13960,IPC,380,1,1
13960,IPC,454,1,2
13961,IPC,420,1,1
13961,IPC,468,1,2
13962,IPC,379,1,1
13963,IPC,392,1,1
13964,IPC,379,1,1
13965,IPC,379,1,1
13966,NDPS,20,1,1
13967,IT,66C,1,1
13967,IT,66D,1,2
13968,IPC,354,1,1
13969,IPC,498A,1,1
13969,DV,3,1,2
13970,IPC,420,1,1
13970,IPC,468,1,2
13971,NDPS,21,1,1
13972,IPC,376,1,1
13973,SCST,3,1,1
13974,IPC,354,1,1
13975,IPC,392,1,1
13976,IPC,354,1,1
13977,IPC,392,1,1
13978,IPC,392,1,1
13979,IPC,420,1,1
13979,IPC,468,1,2
13980,IPC,420,1,1
13980,IPC,468,1,2
13981,NDPS,20,1,1
13982,IPC,376,1,1
13983,NDPS,20,1,1
13984,IPC,379,1,1
13985,IPC,380,1,1
13985,IPC,454,1,2
13986,IPC,392,1,1
13987,IPC,392,1,1
13988,IT,66C,1,1
13988,IT,66D,1,2
13989,IPC,392,1,1
13990,IPC,302,1,1
13991,NDPS,21,1,1
13992,IPC,392,1,1
13993,IPC,392,1,1
13994,IPC,354,1,1
13995,IPC,498A,1,1
13995,DV,3,1,2
13996,IPC,323,1,1
13997,NDPS,20,1,1
13998,IPC,307,1,1
13999,IPC,323,1,1
14000,IPC,380,1,1
14000,IPC,454,1,2
14001,IPC,307,1,1
14002,IT,66D,1,1
14003,IPC,376,1,1
14004,IT,66D,1,1
14005,IPC,380,1,1
14005,IPC,454,1,2
14006,IPC,379,1,1
14007,IPC,326,1,1
14008,IPC,326,1,1
14009,IPC,307,1,1
14010,IPC,354,1,1
14011,NDPS,21,1,1
14012,IPC,379,1,1
14013,IPC,354,1,1
14014,IPC,307,1,1
14015,IT,66D,1,1
14016,IPC,323,1,1
14017,IPC,379,1,1
14018,IPC,498A,1,1
14018,DV,3,1,2
14019,NDPS,21,1,1
14020,IPC,379,1,1
14021,IPC,307,1,1
14022,IPC,323,1,1
14023,IPC,392,1,1
14024,IPC,376,1,1
14025,IPC,323,1,1
14026,IPC,392,1,1
14027,IPC,302,1,1
14028,IPC,392,1,1
14029,IPC,392,1,1
14030,IPC,379,1,1
14031,IPC,420,1,1
14032,IPC,392,1,1
14033,IPC,380,1,1
14033,IPC,454,1,2
14034,IPC,376,1,1
14035,IPC,323,1,1
14036,NDPS,21,1,1
14037,IPC,376,1,1
14038,IPC,354,1,1
14039,IPC,323,1,1
14040,IPC,307,1,1
14041,IPC,392,1,1
14042,IT,66C,1,1
14042,IT,66D,1,2
14043,IPC,498A,1,1
14043,DV,3,1,2
14044,IPC,379,1,1
14045,IPC,302,1,1
14046,IPC,323,1,1
14047,IPC,379,1,1
14048,IPC,379,1,1
14049,IPC,379,1,1
14050,IPC,307,1,1
14051,IPC,376,1,1
14052,IPC,380,1,1
14052,IPC,454,1,2
14053,NDPS,20,1,1
14054,SCST,3,1,1
14055,IPC,380,1,1
14055,IPC,454,1,2
14056,IPC,392,1,1
14057,IPC,376,1,1
14058,IPC,420,1,1
14058,IPC,468,1,2
14059,IPC,323,1,1
14060,IT,66C,1,1
14060,IT,66D,1,2
14061,IPC,392,1,1
14062,IPC,380,1,1
14062,IPC,454,1,2
14063,IPC,380,1,1
14063,IPC,454,1,2
14064,IPC,392,1,1
14065,SCST,3,1,1
14066,SCST,3,1,1
14067,IPC,323,1,1
14068,IPC,354,1,1
14069,IPC,326,1,1
14070,IPC,376,1,1
14071,NDPS,20,1,1
14072,NDPS,21,1,1
14073,IPC,302,1,1
14074,IPC,498A,1,1
14074,DV,3,1,2
14075,NDPS,20,1,1
14076,IPC,323,1,1
14077,NDPS,21,1,1
14078,IPC,392,1,1
14079,IPC,379,1,1
14080,IPC,326,1,1
14081,IPC,326,1,1
14082,IPC,354,1,1
14083,IPC,326,1,1
14084,IPC,307,1,1
14085,IPC,392,1,1
14086,IPC,326,1,1
14087,IPC,379,1,1
14088,IPC,323,1,1
14089,IT,66C,1,1
14089,IT,66D,1,2
14090,IPC,323,1,1
14091,IPC,498A,1,1
14091,DV,3,1,2
14092,SCST,3,1,1
14093,IPC,392,1,1
14094,SCST,3,1,1
14095,IPC,326,1,1
14096,IPC,302,1,1
14097,IT,66C,1,1
14097,IT,66D,1,2
14098,IPC,376,1,1
14099,IPC,323,1,1
14100,IT,66D,1,1
14101,IPC,326,1,1
14102,IPC,392,1,1
14103,IPC,392,1,1
14104,IT,66C,1,1
14104,IT,66D,1,2
14105,IPC,323,1,1
14106,IPC,323,1,1
14107,IPC,326,1,1
14108,IPC,323,1,1
14109,IPC,380,1,1
14109,IPC,454,1,2
14110,IPC,392,1,1
14111,IPC,392,1,1
14112,IPC,323,1,1
14113,NDPS,20,1,1
14114,SCST,3,1,1
14115,IT,66C,1,1
14115,IT,66D,1,2
14116,IPC,498A,1,1
14116,DV,3,1,2
14117,IPC,392,1,1
14118,IPC,420,1,1
14119,IPC,326,1,1
14120,IPC,380,1,1
14120,IPC,454,1,2
14121,IPC,354,1,1
14122,IPC,326,1,1
14123,IPC,376,1,1
14124,IPC,379,1,1
14125,IPC,307,1,1
14126,SCST,3,1,1
14127,IPC,302,1,1
14128,IPC,323,1,1
14129,IPC,302,1,1
14130,IPC,354,1,1
14131,IPC,380,1,1
14131,IPC,454,1,2
14132,IPC,379,1,1
14133,IPC,326,1,1
14134,IPC,376,1,1
14135,IPC,380,1,1
14135,IPC,454,1,2
14136,IPC,392,1,1
14137,IPC,307,1,1
14138,IPC,323,1,1
14139,IPC,392,1,1
14140,IPC,380,1,1
14140,IPC,454,1,2
14141,IPC,376,1,1
14142,IPC,302,1,1
14143,IPC,323,1,1
14144,IPC,380,1,1
14144,IPC,454,1,2
14145,IPC,392,1,1
14146,IT,66D,1,1
14147,IPC,323,1,1
14148,IPC,392,1,1
14149,SCST,3,1,1
14150,IT,66D,1,1
14151,IPC,302,1,1
14152,IT,66C,1,1
14152,IT,66D,1,2
14153,IPC,326,1,1
14154,IPC,307,1,1
14155,IPC,379,1,1
14156,IPC,302,1,1
14157,IPC,323,1,1
14158,IPC,354,1,1
14159,IPC,307,1,1
14160,IPC,392,1,1
14161,IPC,379,1,1
14162,IPC,392,1,1
14163,IPC,354,1,1
14164,IPC,379,1,1
14165,IPC,326,1,1
14166,IPC,379,1,1
14167,IPC,392,1,1
14168,IPC,354,1,1
14169,SCST,3,1,1
14170,SCST,3,1,1
14171,NDPS,21,1,1
14172,IPC,307,1,1
14173,IPC,376,1,1
14174,IPC,326,1,1
14175,IPC,379,1,1
14176,IPC,420,1,1
14176,IPC,468,1,2
14177,IPC,379,1,1
14178,IPC,323,1,1
14179,NDPS,20,1,1
14180,IPC,420,1,1
14180,IPC,468,1,2
14181,IPC,326,1,1
14182,IPC,307,1,1
14183,IPC,302,1,1
14184,IPC,376,1,1
14185,IPC,392,1,1
14186,IPC,307,1,1
14187,IPC,307,1,1
14188,IPC,379,1,1
14189,IPC,420,1,1
14189,IPC,468,1,2
14190,IPC,379,1,1
14191,IPC,307,1,1
14192,IPC,379,1,1
14193,IPC,323,1,1
14194,IPC,354,1,1
14195,IPC,379,1,1
14196,IPC,376,1,1
14197,IPC,379,1,1
14198,IPC,323,1,1
14199,IT,66D,1,1
14200,IPC,392,1,1
14201,IPC,376,1,1
14202,IPC,392,1,1
14203,IPC,376,1,1
14204,IPC,380,1,1
14204,IPC,454,1,2
14205,IT,66C,1,1
14205,IT,66D,1,2
14206,IPC,392,1,1
14207,IPC,420,1,1
14207,IPC,468,1,2
14208,IPC,392,1,1
14209,IPC,420,1,1
14209,IPC,468,1,2
14210,IPC,326,1,1
14211,IPC,376,1,1
14212,IPC,380,1,1
14212,IPC,454,1,2
14213,IPC,307,1,1
14214,IT,66C,1,1
14214,IT,66D,1,2
14215,NDPS,21,1,1
14216,IPC,323,1,1
14217,IT,66D,1,1
14218,IPC,380,1,1
14218,IPC,454,1,2
14219,IPC,380,1,1
14219,IPC,454,1,2
14220,IPC,379,1,1
14221,IPC,302,1,1
14222,IPC,392,1,1
14223,IPC,379,1,1
14224,IT,66C,1,1
14224,IT,66D,1,2
14225,IPC,323,1,1
14226,IPC,323,1,1
14227,IPC,323,1,1
14228,SCST,3,1,1
14229,IPC,323,1,1
14230,IPC,302,1,1
14231,IPC,379,1,1
14232,IPC,420,1,1
14233,IPC,354,1,1
14234,IT,66C,1,1
14234,IT,66D,1,2
14235,IT,66D,1,1
14236,IPC,498A,1,1
14236,DV,3,1,2
14237,NDPS,21,1,1
14238,SCST,3,1,1
14239,IPC,498A,1,1
14239,DV,3,1,2
14240,SCST,3,1,1
14241,IPC,498A,1,1
14241,DV,3,1,2
14242,NDPS,21,1,1
14243,IPC,380,1,1
14243,IPC,454,1,2
14244,IPC,376,1,1
14245,IPC,354,1,1
14246,IPC,498A,1,1
14246,DV,3,1,2
14247,IPC,323,1,1
