CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,_DistrictID,_SubheadName
8016,100190145202300016,202300016,2023-09-27,1525,145,1,2,2,6,3,1,2023-09-17 22:34:18,2023-09-18 01:17:18,2023-09-27 04:45:18,14.383367,76.103251,"Suspects gained entry through rear window by breaking iron grills. House was locked, owners were outstation.",19,House Burglary
8017,800020036202400002,202400002,2024-09-30,1600,36,8,2,2,8,1,7,2024-09-22 05:31:46,2024-09-22 06:18:46,2024-09-30 20:51:46,12.938945,77.910919,FIR registered based on complaint. Accused identified. Further investigation in progress.,2,Commercial Robbery
8018,100170138202400008,202400008,2024-12-07,832,138,1,2,1,4,2,6,2024-11-23 21:07:12,2024-11-23 23:44:12,2024-12-07 18:05:12,13.175333,76.052535,FIR registered based on complaint. Accused identified. Further investigation in progress.,17,Simple Assault
8019,100300180202300013,202300013,2023-10-22,883,180,1,1,8,20,2,2,2023-10-14 19:24:09,2023-10-14 19:39:09,2023-10-22 13:25:09,15.474851,76.535329,Complainant reported Other IPC Offence at Vijayanagara Main Road on 14/10/2023. Statement recorded. Investigation initiated.,30,Other IPC Offence
8020,100150132202200008,202200008,2022-04-30,382,132,1,2,2,8,2,5,2022-04-13 17:12:20,2022-04-13 18:34:20,2022-04-30 15:25:20,13.165192,74.718539,Complainant reported Commercial Robbery at Udupi Layout on 13/04/2022. Statement recorded. Investigation initiated.,15,Commercial Robbery
8021,400180143202400002,202400002,2024-03-02,475,143,4,2,2,9,1,8,2024-02-14 16:16:06,2024-02-14 17:37:06,2024-03-02 20:39:06,12.384912,76.065035,Complainant reported Pickpocketing at Kodagu Main Road on 14/02/2024. Statement recorded. Investigation initiated.,18,Pickpocketing
8022,400200151202400003,202400003,2024-04-08,584,151,4,1,5,15,3,9,2024-03-27 17:01:45,2024-03-27 18:46:45,2024-04-08 00:39:45,14.242966,75.856096,FIR registered based on complaint. Accused identified. Further investigation in progress.,20,Atrocity (SC/ST Act)
8023,400080089202200002,202200002,2022-04-14,1315,89,4,1,3,11,1,9,2022-03-27 23:18:17,2022-03-28 01:37:17,2022-04-14 20:22:17,13.941106,75.73377,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,8,Domestic Violence
8024,100010002202200012,202200012,2022-03-14,766,2,1,2,5,15,1,1,2022-02-24 10:08:29,2022-02-24 12:59:29,2022-03-14 01:03:29,12.744484,77.265458,Complainant reported Atrocity (SC/ST Act) at Bangalore Urban Bus Stand on 24/02/2022. Statement recorded. Investigation initiated.,1,Atrocity (SC/ST Act)
8025,100010025202200013,202200013,2022-05-25,446,25,1,2,2,5,3,3,2022-05-05 16:11:46,2022-05-05 19:10:46,2022-05-25 18:44:46,13.140091,77.215113,Four-wheeler stolen from apartment parking. CCTV footage shows suspect using master key device.,1,Vehicle Theft
8026,100010031202300009,202300009,2023-03-27,680,31,1,1,4,13,2,7,2023-03-08 11:40:46,2023-03-08 14:08:46,2023-03-27 16:52:46,13.292845,77.555618,Complainant reported Cheating at Bangalore Urban Bus Stand on 08/03/2023. Statement recorded. Investigation initiated.,1,Cheating
8027,100110114202400010,202400010,2024-10-06,1428,114,1,2,7,18,2,4,2024-09-15 14:45:01,2024-09-15 16:16:01,2024-10-06 02:52:01,14.752517,76.801295,During routine vehicle check accused found with Heroin packets. No valid permit produced.,11,NDPS Possession
8028,100140127202400007,202400007,2024-02-16,885,127,1,2,2,7,4,6,2024-02-10 09:44:42,2024-02-10 11:54:42,2024-02-16 00:00:42,12.616581,76.761925,"Two suspects on a white Pulsar motorcycle targeted lone female walkers near Mandya Market, snatched gold chain from behind and fled.",14,Chain Snatching
8029,100010023202400008,202400008,2024-11-18,591,23,1,2,4,13,4,4,2024-11-16 20:13:21,2024-11-16 21:57:21,2024-11-18 21:48:21,12.976607,77.77962,Complainant reported Cheating at Bangalore Urban Market on 16/11/2024. Statement recorded. Investigation initiated.,1,Cheating
8030,100030041202400010,202400010,2024-06-30,1784,41,1,2,6,16,1,6,2024-06-28 17:56:11,2024-06-28 20:06:11,2024-06-30 23:09:11,12.245252,76.405136,"Caller posed as KYC officer of HDFC bank. Victim shared OTP and Rs 98,000 was debited.",3,Cyber Fraud
8031,300280174202400004,202400004,2024-10-27,340,174,3,2,4,13,2,8,2024-10-16 06:07:54,2024-10-16 06:14:54,2024-10-27 07:41:54,12.640954,77.63561,FIR registered based on complaint. Accused identified. Further investigation in progress.,28,Cheating
8032,100070080202200008,202200008,2022-05-21,669,80,1,1,8,20,3,8,2022-05-05 12:42:54,2022-05-05 14:17:54,2022-05-21 01:34:54,13.759166,76.596018,Complainant reported Other IPC Offence at Tumakuru Main Road on 05/05/2022. Statement recorded. Investigation initiated.,7,Other IPC Offence
8033,300260167202400001,202400001,2024-05-20,351,167,3,1,7,18,1,2,2024-05-20 18:22:46,2024-05-20 19:12:46,2024-05-20 10:00:46,13.708257,77.794037,During routine vehicle check accused found with Ganja packets. No valid permit produced.,26,NDPS Possession
8034,100190144202200018,202200018,2022-10-16,245,144,1,2,1,4,1,9,2022-09-28 20:35:42,2022-09-28 21:06:42,2022-10-16 10:04:42,14.456096,76.260378,FIR registered based on complaint. Accused identified. Further investigation in progress.,19,Simple Assault
8035,100080093202200009,202200009,2022-11-05,282,93,1,2,2,6,1,9,2022-11-02 21:57:18,2022-11-02 22:50:18,2022-11-05 09:45:18,13.487834,75.714222,"Suspects gained entry through rear window by breaking iron grills. House was locked, owners were outstation.",8,House Burglary
8036,100040060202400008,202400008,2024-05-12,347,60,1,2,6,16,1,9,2024-05-01 00:23:02,2024-05-01 00:50:02,2024-05-12 07:17:02,15.614456,74.150627,"Victim received call claiming to be from TRAI. Threatened mobile disconnection. Rs 438,000 transferred.",4,Cyber Fraud
8037,100090095202300012,202300012,2023-08-28,1022,95,1,1,6,17,1,7,2023-08-02 18:24:28,2023-08-02 20:05:28,2023-08-28 07:40:28,15.1293,75.158028,Complainant reported Online Harassment at Dharwad Market on 02/08/2023. Statement recorded. Investigation initiated.,9,Online Harassment
8038,100090098202300014,202300014,2023-05-19,237,98,1,1,3,11,1,6,2023-04-25 23:04:17,2023-04-26 01:51:17,2023-05-19 09:40:17,15.493763,75.203417,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,9,Domestic Violence
8039,100100106202200013,202200013,2022-02-03,877,106,1,2,4,14,2,3,2022-01-30 22:51:01,2022-01-30 23:44:01,2022-02-03 13:16:01,16.997469,75.604767,Complainant reported Fraud at Vijayapura Bus Stand on 30/01/2022. Statement recorded. Investigation initiated.,10,Fraud
8040,100170139202400008,202400008,2024-05-27,495,139,1,2,1,2,2,7,2024-05-12 17:05:36,2024-05-12 19:53:36,2024-05-27 12:55:36,13.298482,75.644141,FIR registered based on complaint. Accused identified. Further investigation in progress.,17,Attempt to Murder
8041,400020039202300001,202300001,2023-07-09,756,39,4,2,8,20,1,7,2023-06-27 14:53:10,2023-06-27 16:45:10,2023-07-09 10:44:10,13.054418,77.355186,Complainant reported Other IPC Offence at Bangalore Rural Circle on 27/06/2023. Statement recorded. Investigation initiated.,2,Other IPC Offence
8042,300150133202200006,202200006,2022-01-25,1021,133,3,2,6,17,1,2,2022-01-11 15:54:44,2022-01-11 17:49:44,2022-01-25 22:54:44,13.438521,75.01088,FIR registered based on complaint. Accused identified. Further investigation in progress.,15,Online Harassment
8043,100200149202300009,202300009,2023-01-14,1910,149,1,2,8,20,2,5,2022-12-21 22:01:33,2022-12-21 23:06:33,2023-01-14 03:37:33,14.260247,76.242117,FIR registered based on complaint. Accused identified. Further investigation in progress.,20,Other IPC Offence
8044,100220157202300013,202300013,2023-06-02,1358,157,1,2,2,9,2,6,2023-05-29 20:43:25,2023-05-29 22:47:25,2023-06-02 02:26:25,14.82228,75.46437,FIR registered based on complaint. Accused identified. Further investigation in progress.,22,Pickpocketing
8045,100230159202200015,202200015,2022-05-21,1284,159,1,2,2,9,3,3,2022-05-17 21:34:34,2022-05-18 00:31:34,2022-05-21 21:26:34,14.922943,75.702884,Complainant reported Pickpocketing at Koppal Main Road on 17/05/2022. Statement recorded. Investigation initiated.,23,Pickpocketing
8046,100050066202200005,202200005,2022-07-13,1078,66,1,2,2,8,1,5,2022-07-02 19:59:49,2022-07-02 20:20:49,2022-07-13 15:15:49,17.365729,77.031733,FIR registered based on complaint. Accused identified. Further investigation in progress.,5,Commercial Robbery
8047,300010017202400001,202400001,2024-01-18,1606,17,3,1,1,2,1,4,2024-01-14 17:22:00,2024-01-14 19:04:00,2024-01-18 07:12:00,12.803755,78.012123,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Attempt to Murder
8048,100190144202200019,202200019,2022-02-22,1174,144,1,1,8,20,4,9,2022-02-22 18:20:28,2022-02-22 19:22:28,2022-02-22 14:16:28,14.408834,76.170915,Complainant reported Other IPC Offence at Chitradurga Layout on 22/02/2022. Statement recorded. Investigation initiated.,19,Other IPC Offence
8049,100300179202300010,202300010,2023-05-01,106,179,1,2,2,5,4,9,2023-04-25 10:03:12,2023-04-25 10:51:12,2023-05-01 12:17:12,15.363912,77.141632,Four-wheeler stolen from apartment parking. CCTV footage shows suspect using master key device.,30,Vehicle Theft
8050,100200147202200011,202200011,2022-08-29,1850,147,1,2,4,14,1,7,2022-08-29 17:55:40,2022-08-29 18:56:40,2022-08-29 15:38:40,14.153759,76.053867,FIR registered based on complaint. Accused identified. Further investigation in progress.,20,Fraud
8051,100180142202200015,202200015,2022-03-09,1371,142,1,2,1,4,1,7,2022-02-16 11:52:58,2022-02-16 13:34:58,2022-03-09 23:55:58,12.256814,75.983624,FIR registered based on complaint. Accused identified. Further investigation in progress.,18,Simple Assault
8052,300130124202300002,202300002,2023-02-15,1334,124,3,1,1,2,1,2,2023-01-16 16:36:50,2023-01-16 16:57:50,2023-02-15 18:21:50,13.320118,76.003841,FIR registered based on complaint. Accused identified. Further investigation in progress.,13,Attempt to Murder
8053,100200148202300009,202300009,2023-04-12,678,148,1,2,5,15,1,2,2023-04-09 22:08:16,2023-04-09 22:57:16,2023-04-12 19:18:16,14.744128,76.477101,Complainant reported Atrocity (SC/ST Act) at Davangere Layout on 09/04/2023. Statement recorded. Investigation initiated.,20,Atrocity (SC/ST Act)
8054,300070086202300002,202300002,2023-07-09,993,86,3,2,2,6,1,5,2023-06-12 22:02:56,2023-06-12 23:41:56,2023-07-09 08:11:56,13.354469,77.297222,"Suspects gained entry through rear window by breaking iron grills. House was locked, owners were outstation.",7,House Burglary
8055,100080089202200012,202200012,2022-03-03,1614,89,1,1,2,5,1,5,2022-02-07 08:53:07,2022-02-07 11:31:07,2022-03-03 06:46:07,13.78229,75.572915,Four-wheeler stolen from apartment parking. CCTV footage shows suspect using master key device.,8,Vehicle Theft
8056,300010003202400005,202400005,2024-03-17,738,3,3,2,6,17,2,6,2024-02-28 20:33:54,2024-02-28 22:12:54,2024-03-17 11:32:54,12.927431,77.793834,Complainant reported Online Harassment at Bangalore Urban Market on 28/02/2024. Statement recorded. Investigation initiated.,1,Online Harassment
8057,300300180202300004,202300004,2023-03-20,1208,180,3,1,1,1,1,10,2023-03-19 06:16:39,2023-03-19 07:30:39,2023-03-20 07:49:39,15.657369,76.494986,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,30,Murder
8058,100050066202200006,202200006,2022-08-01,1894,66,1,1,1,1,1,3,2022-07-08 10:05:42,2022-07-08 11:46:42,2022-08-01 00:23:42,17.713106,77.216812,Deceased was found with stab wounds near Kalaburagi Bus Stand. Old enmity suspected. Accused identified as co-worker of victim.,5,Murder
8059,800150132202300001,202300001,2023-05-28,186,132,8,2,1,1,1,9,2023-04-29 19:00:11,2023-04-29 20:11:11,2023-05-28 12:03:11,13.552613,74.613093,Deceased was found with stab wounds near Udupi Market. Old enmity suspected. Accused identified as neighbour of victim.,15,Murder
8060,100090099202200012,202200012,2022-09-15,1887,99,1,2,2,9,1,3,2022-09-04 18:27:12,2022-09-04 20:36:12,2022-09-15 08:46:12,15.305943,74.804705,Complainant reported Pickpocketing at Dharwad Bus Stand on 04/09/2022. Statement recorded. Investigation initiated.,9,Pickpocketing
8061,100010002202200013,202200013,2022-03-13,1587,2,1,2,2,8,3,4,2022-03-05 04:10:55,2022-03-05 05:43:55,2022-03-13 08:02:55,13.208892,77.291658,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Commercial Robbery
8062,100020038202300010,202300010,2023-06-11,1915,38,1,2,8,20,1,7,2023-06-01 21:13:29,2023-06-01 23:20:29,2023-06-11 02:17:29,13.276209,77.326723,Complainant reported Other IPC Offence at Bangalore Rural Layout on 01/06/2023. Statement recorded. Investigation initiated.,2,Other IPC Offence
8063,100010017202300014,202300014,2023-11-12,971,17,1,1,2,5,1,3,2023-10-22 23:35:30,2023-10-23 02:16:30,2023-11-12 08:44:30,13.177487,77.598905,Four-wheeler stolen from apartment parking. CCTV footage shows suspect using master key device.,1,Vehicle Theft
8064,100260167202200021,202200021,2022-07-02,1598,167,1,2,5,15,1,6,2022-06-11 11:11:08,2022-06-11 12:15:08,2022-07-02 03:37:08,13.76891,78.016864,Complainant reported Atrocity (SC/ST Act) at Chikkaballapura Layout on 11/06/2022. Statement recorded. Investigation initiated.,26,Atrocity (SC/ST Act)
8065,300010003202300001,202300001,2023-09-25,1761,3,3,1,2,8,1,3,2023-09-08 08:48:38,2023-09-08 09:10:38,2023-09-25 17:21:38,13.330366,77.959805,Complainant reported Commercial Robbery at Bangalore Urban Market on 08/09/2023. Statement recorded. Investigation initiated.,1,Commercial Robbery
8066,100250164202400011,202400011,2024-03-15,123,164,1,2,6,17,1,9,2024-03-02 11:55:07,2024-03-02 13:13:07,2024-03-15 09:30:07,11.962008,76.653502,FIR registered based on complaint. Accused identified. Further investigation in progress.,25,Online Harassment
8067,100010006202400013,202400013,2024-02-16,794,6,1,2,6,16,1,2,2024-01-17 20:43:45,2024-01-17 21:45:45,2024-02-16 17:18:45,12.708469,77.072888,"Caller posed as KYC officer of Karnataka bank. Victim shared OTP and Rs 275,000 was debited.",1,Cyber Fraud
8068,100060076202400011,202400011,2024-05-09,1863,76,1,2,2,5,4,2,2024-04-14 13:10:42,2024-04-14 15:01:42,2024-05-09 16:30:42,12.643184,74.873206,Four-wheeler stolen from apartment parking. CCTV footage shows suspect using master key device.,6,Vehicle Theft
8069,300060074202200003,202200003,2022-05-23,1424,74,3,2,2,9,1,2,2022-05-12 22:05:04,2022-05-12 23:15:04,2022-05-23 12:31:04,12.774186,74.810966,Complainant reported Pickpocketing at Dakshina Kannada Main Road on 12/05/2022. Statement recorded. Investigation initiated.,6,Pickpocketing
8070,300200149202200004,202200004,2022-02-02,821,149,3,1,2,9,1,10,2022-01-05 11:35:39,2022-01-05 14:15:39,2022-02-02 12:02:39,14.587579,75.845784,FIR registered based on complaint. Accused identified. Further investigation in progress.,20,Pickpocketing
8071,100110112202200009,202200009,2022-03-19,925,112,1,2,1,4,1,1,2022-03-13 21:24:01,2022-03-13 22:55:01,2022-03-19 12:22:01,14.858943,76.908092,Complainant reported Simple Assault at Ballari Main Road on 13/03/2022. Statement recorded. Investigation initiated.,11,Simple Assault
8072,400010027202200007,202200007,2022-03-27,1006,27,4,2,1,2,1,2,2022-03-26 19:20:59,2022-03-26 22:07:59,2022-03-27 11:51:59,12.746977,77.526903,Complainant reported Attempt to Murder at Bangalore Urban Main Road on 26/03/2022. Statement recorded. Investigation initiated.,1,Attempt to Murder
8073,400010028202300003,202300003,2023-10-14,1055,28,4,2,8,20,3,7,2023-10-08 19:08:53,2023-10-08 20:08:53,2023-10-14 11:39:53,13.307294,77.526974,Complainant reported Other IPC Offence at Bangalore Urban Layout on 08/10/2023. Statement recorded. Investigation initiated.,1,Other IPC Offence
8074,400240162202200001,202200001,2022-06-30,288,162,4,2,4,13,1,4,2022-05-31 23:33:40,2022-06-01 02:18:40,2022-06-30 21:38:40,16.619239,76.054409,FIR registered based on complaint. Accused identified. Further investigation in progress.,24,Cheating
8075,100010023202400009,202400009,2024-09-07,591,23,1,1,8,20,1,1,2024-08-27 15:45:40,2024-08-27 16:24:40,2024-09-07 23:13:40,12.826774,77.316819,Complainant reported Other IPC Offence at Bangalore Urban Layout on 27/08/2024. Statement recorded. Investigation initiated.,1,Other IPC Offence
8076,100190144202400008,202400008,2024-07-15,1991,144,1,2,4,14,1,5,2024-06-21 19:04:11,2024-06-21 19:19:11,2024-07-15 17:57:11,14.211961,76.686332,Complainant reported Fraud at Chitradurga Bus Stand on 21/06/2024. Statement recorded. Investigation initiated.,19,Fraud
8077,100170139202400009,202400009,2024-09-14,1437,139,1,2,7,18,1,7,2024-08-22 22:24:19,2024-08-22 22:40:19,2024-09-14 18:49:19,13.193552,75.999023,Accused was intercepted near Chikkamagaluru Circle bus stand. Search revealed Brown Sugar concealed in bag. Quantity: 2561 grams.,17,NDPS Possession
8078,300140127202400003,202400003,2024-07-19,343,127,3,1,5,15,2,6,2024-06-25 20:48:23,2024-06-25 21:29:23,2024-07-19 17:55:23,12.82391,76.701594,Complainant reported Atrocity (SC/ST Act) at Mandya Circle on 25/06/2024. Statement recorded. Investigation initiated.,14,Atrocity (SC/ST Act)
8079,100080092202300016,202300016,2023-12-19,609,92,1,2,2,5,2,9,2023-11-25 17:19:07,2023-11-25 17:36:07,2023-12-19 19:13:07,13.760887,75.746266,Two-wheeler was parked near Shivamogga Main Road. Ignition bypassed using duplicate key. Vehicle stolen between 18:00 and 22:00.,8,Vehicle Theft
8080,100120119202400009,202400009,2024-02-02,1536,119,1,2,1,4,1,2,2024-01-18 09:10:48,2024-01-18 10:38:48,2024-02-02 01:37:48,16.249962,77.172385,Complainant reported Simple Assault at Raichur Market on 18/01/2024. Statement recorded. Investigation initiated.,12,Simple Assault
8081,100110110202200005,202200005,2022-09-18,145,110,1,2,1,1,3,2,2022-09-14 18:55:14,2022-09-14 21:51:14,2022-09-18 04:39:14,15.051355,76.90377,Deceased was found with stab wounds near Ballari Market. Old enmity suspected. Accused identified as neighbour of victim.,11,Murder
8082,300070080202200004,202200004,2022-09-04,701,80,3,2,2,6,4,6,2022-08-29 03:24:38,2022-08-29 04:07:38,2022-09-04 23:22:38,12.946686,77.292411,Drilled hole near the front door wooden lock using a manual hand drill. Stole cash and valuables during midnight hours.,7,House Burglary
8083,800080088202300004,202300004,2023-01-01,322,88,8,2,2,9,1,5,2022-12-13 17:17:19,2022-12-13 18:02:19,2023-01-01 15:22:19,13.810227,74.872171,Complainant reported Pickpocketing at Shivamogga Circle on 13/12/2022. Statement recorded. Investigation initiated.,8,Pickpocketing
8084,100040059202400014,202400014,2024-09-26,1780,59,1,1,1,1,3,7,2024-09-03 02:32:35,2024-09-03 03:04:35,2024-09-26 00:05:35,15.843732,74.312307,Deceased was found with stab wounds near Belagavi Layout. Old enmity suspected. Accused identified as neighbour of victim.,4,Murder
8085,100070085202300004,202300004,2023-05-19,999,85,1,2,6,16,3,10,2023-05-16 18:55:04,2023-05-16 20:38:04,2023-05-19 07:01:04,13.760106,76.954639,"Caller posed as KYC officer of ICICI bank. Victim shared OTP and Rs 51,000 was debited.",7,Cyber Fraud
8086,400040054202300002,202300002,2023-06-05,1908,54,4,2,4,14,1,1,2023-05-09 08:34:49,2023-05-09 10:14:49,2023-06-05 05:54:49,15.575289,74.624683,FIR registered based on complaint. Accused identified. Further investigation in progress.,4,Fraud
8087,100270172202400009,202400009,2024-11-03,1608,172,1,1,2,9,2,9,2024-10-04 19:42:55,2024-10-04 22:37:55,2024-11-03 09:54:55,12.971788,77.934536,FIR registered based on complaint. Accused identified. Further investigation in progress.,27,Pickpocketing
8088,100010008202400010,202400010,2024-06-26,1996,8,1,2,6,16,1,6,2024-06-05 22:50:48,2024-06-05 22:57:48,2024-06-26 20:55:48,13.098975,77.334483,"Caller posed as KYC officer of Karnataka bank. Victim shared OTP and Rs 232,000 was debited.",1,Cyber Fraud
8089,100150134202300014,202300014,2023-10-16,1623,134,1,1,2,5,1,6,2023-10-14 15:58:36,2023-10-14 17:28:36,2023-10-16 13:34:36,12.976582,75.1736,Two-wheeler was parked near Udupi Circle. Ignition bypassed using duplicate key. Vehicle stolen between 17:00 and 22:00.,15,Vehicle Theft
8090,100230158202200008,202200008,2022-10-06,324,158,1,2,5,15,2,10,2022-09-22 10:20:06,2022-09-22 12:36:06,2022-10-06 15:23:06,15.492675,76.088648,FIR registered based on complaint. Accused identified. Further investigation in progress.,23,Atrocity (SC/ST Act)
8091,100190145202300017,202300017,2023-07-06,726,145,1,2,2,9,1,3,2023-06-25 09:34:46,2023-06-25 12:19:46,2023-07-06 02:02:46,14.224231,76.524466,Complainant reported Pickpocketing at Chitradurga Bus Stand on 25/06/2023. Statement recorded. Investigation initiated.,19,Pickpocketing
8092,300130123202400002,202400002,2024-03-22,1791,123,3,2,2,6,3,6,2024-03-12 22:23:33,2024-03-13 01:16:33,2024-03-22 15:52:33,13.246634,75.911406,"Suspects gained entry through rear window by breaking iron grills. House was locked, owners were outstation.",13,House Burglary
8093,100070085202300005,202300005,2023-06-06,651,85,1,2,1,3,3,7,2023-05-17 20:00:16,2023-05-17 20:51:16,2023-06-06 20:29:16,13.429437,76.974324,FIR registered based on complaint. Accused identified. Further investigation in progress.,7,Grievous Hurt
8094,100210154202400020,202400020,2024-03-18,2000,154,1,1,6,17,3,9,2024-03-05 12:45:45,2024-03-05 15:07:45,2024-03-18 19:59:45,15.369355,75.671073,FIR registered based on complaint. Accused identified. Further investigation in progress.,21,Online Harassment
8095,100010009202300008,202300008,2023-11-14,1538,9,1,2,2,7,2,1,2023-11-02 10:55:14,2023-11-02 13:24:14,2023-11-14 22:29:14,12.96993,77.778492,"Accused on two-wheeler approached victim near Bangalore Urban Bus Stand signal, grabbed gold chain and sped away towards south.",1,Chain Snatching
8096,100010032202400011,202400011,2024-06-10,1044,32,1,2,2,7,1,5,2024-05-16 20:00:35,2024-05-16 21:21:35,2024-06-10 12:45:35,13.093372,77.217558,"Two suspects on a white Pulsar motorcycle targeted lone woman walkers near Bangalore Urban Bus Stand, snatched gold chain from behind and fled.",1,Chain Snatching
8097,800230158202200002,202200002,2022-07-29,1015,158,8,2,2,7,3,10,2022-07-15 08:09:06,2022-07-15 08:55:06,2022-07-29 16:57:06,15.008344,76.062271,"Two suspects on a red Splendor motorcycle targeted lone woman walkers near Koppal Bus Stand, snatched gold chain from behind and fled.",23,Chain Snatching
8098,100080088202400012,202400012,2024-11-18,1940,88,1,2,4,13,2,7,2024-11-07 14:18:28,2024-11-07 16:35:28,2024-11-18 03:50:28,14.387056,75.355202,Complainant reported Cheating at Shivamogga Circle on 07/11/2024. Statement recorded. Investigation initiated.,8,Cheating
8099,400090096202200002,202200002,2022-11-19,483,96,4,2,7,18,1,10,2022-10-29 14:24:19,2022-10-29 15:24:19,2022-11-19 03:06:19,15.406844,74.873713,During routine vehicle check accused found with MDMA packets. No valid permit produced.,9,NDPS Possession
8100,100010001202200012,202200012,2022-10-25,1930,1,1,1,8,20,1,7,2022-09-28 17:33:48,2022-09-28 19:19:48,2022-10-25 21:26:48,12.833089,77.63916,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Other IPC Offence
8101,100200147202300010,202300010,2023-12-20,1081,147,1,1,2,5,1,2,2023-12-07 23:29:19,2023-12-07 23:46:19,2023-12-20 02:01:19,14.814594,76.035792,Two-wheeler was parked near Davangere Main Road. Ignition bypassed using duplicate key. Vehicle stolen between 12:00 and 23:00.,20,Vehicle Theft
8102,100040056202200017,202200017,2022-06-23,957,56,1,2,1,2,1,3,2022-05-30 19:26:01,2022-05-30 20:51:01,2022-06-23 23:43:01,15.648817,75.186007,FIR registered based on complaint. Accused identified. Further investigation in progress.,4,Attempt to Murder
8103,300130124202300003,202300003,2023-06-11,541,124,3,1,7,18,1,10,2023-05-15 18:13:02,2023-05-15 19:34:02,2023-06-11 23:41:02,13.022943,75.956095,Accused was intercepted near Hassan Layout bus stand. Search revealed Brown Sugar concealed in food parcel. Quantity: 4793 grams.,13,NDPS Possession
8104,300060075202400003,202400003,2024-07-18,1524,75,3,2,7,18,3,10,2024-07-14 00:42:44,2024-07-14 01:29:44,2024-07-18 05:48:44,13.267124,74.738732,Accused was intercepted near Dakshina Kannada Circle bus stand. Search revealed MDMA concealed in food parcel. Quantity: 119 grams.,6,NDPS Possession
8105,300220157202400003,202400003,2024-05-08,1533,157,3,2,7,19,1,8,2024-05-06 08:32:54,2024-05-06 10:18:54,2024-05-08 07:05:54,15.209628,75.186439,Complainant reported NDPS Trafficking at Haveri Bus Stand on 06/05/2024. Statement recorded. Investigation initiated.,22,NDPS Trafficking
8106,100060077202300007,202300007,2023-08-29,1984,77,1,1,4,14,1,1,2023-08-14 11:13:54,2023-08-14 11:56:54,2023-08-29 10:58:54,13.271608,74.906262,FIR registered based on complaint. Accused identified. Further investigation in progress.,6,Fraud
8107,100040060202400009,202400009,2024-04-12,1103,60,1,2,4,13,3,4,2024-03-22 17:42:38,2024-03-22 19:31:38,2024-04-12 02:36:38,16.172463,74.973141,Complainant reported Cheating at Belagavi Layout on 22/03/2024. Statement recorded. Investigation initiated.,4,Cheating
8108,100180141202300013,202300013,2023-01-06,1098,141,1,2,1,4,4,8,2023-01-03 20:20:31,2023-01-03 20:52:31,2023-01-06 22:08:31,12.054348,76.125843,FIR registered based on complaint. Accused identified. Further investigation in progress.,18,Simple Assault
8109,300050062202400003,202400003,2024-08-06,83,62,3,2,2,9,2,8,2024-07-18 22:15:24,2024-07-18 23:40:24,2024-08-06 23:51:24,16.977474,76.572504,FIR registered based on complaint. Accused identified. Further investigation in progress.,5,Pickpocketing
8110,100010008202300015,202300015,2023-03-07,1376,8,1,2,5,15,2,2,2023-02-21 20:49:37,2023-02-21 22:44:37,2023-03-07 21:32:37,12.770748,77.720509,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Atrocity (SC/ST Act)
8111,100100105202200007,202200007,2022-11-21,1427,105,1,2,1,1,1,7,2022-11-21 16:38:10,2022-11-21 17:45:10,2022-11-21 00:37:10,16.838454,75.668216,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,10,Murder
8112,100050065202200015,202200015,2022-09-12,1624,65,1,1,3,11,1,5,2022-08-24 20:55:06,2022-08-24 23:23:06,2022-09-12 15:53:06,17.366259,76.982122,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,5,Domestic Violence
8113,100010018202300014,202300014,2023-12-07,405,18,1,1,5,15,1,6,2023-12-01 20:09:48,2023-12-01 20:26:48,2023-12-07 03:50:48,13.138662,77.868142,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Atrocity (SC/ST Act)
8114,100310182202300012,202300012,2023-12-08,362,182,1,2,2,8,2,8,2023-12-02 19:44:59,2023-12-02 20:40:59,2023-12-08 13:42:59,18.365409,77.514559,FIR registered based on complaint. Accused identified. Further investigation in progress.,31,Commercial Robbery
8115,100010022202200010,202200010,2022-05-28,202,22,1,2,1,3,4,1,2022-04-29 12:12:31,2022-04-29 12:45:31,2022-05-28 10:18:31,12.841328,77.747984,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Grievous Hurt
8116,100010022202200011,202200011,2022-10-05,1132,22,1,2,1,2,1,8,2022-09-28 23:54:11,2022-09-29 02:41:11,2022-10-05 11:08:11,12.685536,77.424924,Complainant reported Attempt to Murder at Bangalore Urban Circle on 28/09/2022. Statement recorded. Investigation initiated.,1,Attempt to Murder
