CSID,CaseMasterID,csdate,cstype,PolicePersonID
1865,6612,2024-11-29,A,1629
1866,6613,2024-06-15,A,1919
1867,6615,2022-07-30,A,1704
1868,6618,2023-08-29,A,466
1869,6620,2025-12-08,A,845
1870,6621,2024-03-27,C,387
1871,6622,2025-08-29,A,224
1872,6623,2022-08-13,C,348
1873,6632,2023-01-05,C,622
1874,6635,2025-06-08,A,723
1875,6643,2024-04-27,C,284
1876,6644,2022-12-03,C,1604
1877,6652,2024-04-11,A,617
1878,6658,2023-03-09,A,1590
1879,6659,2023-07-07,A,510
1880,6660,2024-08-05,A,1477
1881,6670,2023-07-29,B,1227
1882,6671,2023-02-19,A,1689
1883,6675,2024-06-20,A,1676
1884,6679,2023-08-09,B,1170
1885,6686,2023-07-25,A,705
1886,6691,2024-02-02,A,1970
1887,6696,2022-08-11,A,1457
1888,6697,2024-10-15,A,240
1889,6698,2025-05-13,A,537
1890,6704,2024-05-26,A,1006
1891,6706,2024-02-17,A,1955
1892,6710,2025-04-22,A,585
1893,6713,2025-04-03,A,1078
1894,6714,2025-08-13,A,555
1895,6716,2022-12-31,C,1863
1896,6718,2025-02-27,C,242
1897,6728,2023-04-18,A,978
1898,6729,2023-11-04,C,1410
1899,6730,2022-07-30,A,770
1900,6735,2024-01-12,A,1234
1901,6737,2022-12-20,A,423
1902,6743,2022-09-17,C,1816
1903,6744,2024-10-23,A,1298
1904,6747,2024-11-23,A,1216
1905,6749,2025-06-18,B,112
1906,6750,2022-11-27,A,1722
1907,6753,2024-07-09,A,1021
1908,6756,2023-11-23,A,172
1909,6757,2025-04-27,A,546
1910,6758,2025-02-09,C,511
1911,6759,2023-06-22,A,1330
1912,6777,2025-05-21,C,1733
1913,6780,2023-11-22,A,159
1914,6781,2024-04-27,C,1294
1915,6791,2024-01-20,A,932
1916,6793,2024-05-06,C,597
1917,6794,2024-11-01,A,1383
1918,6795,2023-10-16,A,137
1919,6796,2024-02-17,C,1527
1920,6798,2024-11-05,A,682
1921,6803,2024-03-08,C,318
1922,6807,2024-05-09,A,1426
1923,6812,2024-06-22,A,1137
1924,6814,2024-05-07,C,1412
1925,6818,2022-12-12,A,463
1926,6823,2024-04-11,C,1073
1927,6828,2023-09-18,A,1510
1928,6829,2023-11-29,A,1965
1929,6834,2023-11-29,A,1801
1930,6836,2025-02-17,A,1178
1931,6838,2022-09-23,A,836
1932,6841,2024-08-22,A,580
1933,6843,2024-03-05,A,111
1934,6845,2022-08-04,A,535
1935,6847,2024-02-20,B,1164
1936,6850,2023-12-16,B,632
1937,6857,2024-02-14,A,926
1938,6859,2022-06-19,C,499
1939,6863,2023-03-05,C,300
1940,6864,2024-05-23,A,1462
1941,6865,2023-03-28,B,362
1942,6869,2022-12-06,A,967
1943,6870,2023-12-13,C,660
1944,6874,2022-12-09,A,1315
1945,6876,2022-06-10,C,1744
1946,6885,2024-03-17,C,963
1947,6886,2024-10-03,A,242
1948,6887,2023-06-09,C,351
1949,6889,2024-10-16,C,1292
1950,6891,2023-12-28,A,1226
1951,6893,2022-08-18,A,1345
1952,6898,2023-02-06,B,1919
1953,6899,2023-07-12,C,792
1954,6901,2024-11-11,C,811
1955,6905,2025-03-16,B,1618
1956,6906,2022-06-23,A,113
1957,6909,2024-12-17,A,21
1958,6913,2024-11-06,A,1050
1959,6915,2024-08-18,A,1248
1960,6916,2025-02-07,A,1927
1961,6917,2024-02-11,B,1839
1962,6920,2024-10-19,A,1622
1963,6938,2022-09-23,A,1981
1964,6945,2025-05-19,A,345
1965,6946,2024-06-03,A,1283
1966,6956,2023-11-02,A,525
1967,6960,2025-06-06,A,661
1968,6963,2024-06-14,A,418
1969,6966,2022-10-25,A,233
1970,6972,2024-05-28,A,698
1971,6979,2023-06-22,A,519
1972,6992,2023-09-22,A,202
1973,7000,2023-06-11,A,1616
1974,7006,2024-03-27,C,865
1975,7017,2025-06-30,A,1652
1976,7023,2023-02-12,A,527
1977,7027,2022-10-17,C,715
1978,7030,2023-06-02,A,1527
1979,7031,2023-08-08,A,770
1980,7036,2024-12-28,A,466
1981,7038,2022-09-19,C,623
1982,7040,2023-08-11,A,1560
1983,7043,2022-08-20,C,1876
1984,7055,2024-04-02,A,130
1985,7056,2022-08-18,A,1917
1986,7057,2024-12-28,A,1093
1987,7060,2023-01-16,A,1385
1988,7061,2023-08-12,A,1018
1989,7062,2025-03-11,A,727
1990,7065,2024-01-13,A,35
1991,7068,2024-07-07,A,1598
1992,7070,2024-04-30,A,1737
1993,7072,2023-09-30,A,510
1994,7075,2024-12-25,C,1950
1995,7078,2024-03-06,A,655
1996,7083,2024-05-07,A,1925
1997,7084,2022-04-01,A,292
1998,7087,2025-05-05,C,1328
1999,7093,2024-12-16,A,1241
2000,7094,2024-04-07,A,471
2001,7097,2023-01-15,A,1885
2002,7100,2023-05-23,A,459
2003,7104,2024-05-02,A,1530
2004,7106,2023-12-31,A,883
2005,7108,2024-12-27,A,1736
2006,7109,2024-06-25,C,970
2007,7118,2024-04-08,C,1260
2008,7119,2024-11-12,C,345
2009,7123,2022-12-16,A,1113
2010,7125,2024-06-08,A,1158
2011,7128,2022-09-23,A,463
2012,7130,2024-09-12,C,579
2013,7131,2022-12-01,C,1220
2014,7135,2024-06-10,A,587
2015,7136,2022-08-25,A,1474
2016,7138,2025-02-23,A,759
2017,7140,2022-07-07,A,739
2018,7143,2025-05-18,C,19
2019,7144,2024-09-10,A,573
2020,7150,2024-12-14,A,838
2021,7154,2024-09-08,B,351
2022,7158,2024-12-12,A,1843
2023,7161,2022-09-19,A,387
2024,7168,2022-07-18,C,1709
2025,7173,2025-02-21,C,988
2026,7174,2024-07-18,C,1593
2027,7175,2025-05-30,A,505
2028,7177,2022-09-24,B,1181
2029,7178,2024-11-23,A,292
2030,7184,2023-11-29,A,1483
2031,7186,2025-02-27,A,177
2032,7191,2023-11-09,A,1438
2033,7192,2024-08-02,A,1522
2034,7200,2023-03-10,A,1806
2035,7201,2022-04-29,A,1871
2036,7203,2023-02-06,C,1145
2037,7204,2024-01-18,A,447
2038,7205,2025-08-30,A,1691
2039,7206,2024-09-11,A,1772
2040,7209,2023-05-17,A,1918
2041,7212,2023-10-25,A,331
2042,7216,2024-02-23,A,1862
2043,7221,2022-07-14,A,786
2044,7222,2024-04-30,A,1551
2045,7224,2022-11-06,B,568
2046,7226,2025-05-29,A,1635
2047,7230,2024-05-15,A,1133
2048,7233,2024-08-08,A,1731
2049,7237,2023-11-03,A,1743
2050,7241,2023-08-07,A,26
2051,7242,2024-04-25,C,226
2052,7243,2022-10-24,A,1971
2053,7247,2023-12-24,A,481
2054,7248,2023-09-08,A,945
2055,7253,2023-05-02,C,1202
2056,7259,2024-08-07,A,120
2057,7260,2023-02-11,A,812
2058,7262,2024-10-22,C,273
2059,7263,2025-02-03,C,222
2060,7271,2024-03-16,C,756
2061,7272,2023-04-03,C,1952
2062,7282,2022-09-09,C,280
2063,7283,2024-07-31,A,619
2064,7287,2023-05-17,B,591
2065,7289,2023-05-02,A,730
2066,7300,2023-11-24,A,865
2067,7303,2024-11-06,A,1834
2068,7306,2024-12-03,C,1198
2069,7307,2022-07-30,A,1382
2070,7308,2022-09-28,A,1028
2071,7314,2025-05-13,A,834
2072,7318,2024-07-31,A,43
2073,7326,2025-01-29,C,829
2074,7329,2024-10-18,A,811
2075,7331,2025-04-07,A,597
2076,7339,2022-07-03,A,402
2077,7343,2024-04-15,B,1550
2078,7345,2024-12-26,A,759
2079,7347,2024-04-07,A,401
2080,7356,2023-08-03,B,205
2081,7359,2023-06-16,C,1841
2082,7361,2024-03-13,B,155
2083,7367,2025-01-07,A,611
2084,7374,2025-01-08,C,1062
2085,7375,2024-01-01,A,1706
2086,7396,2024-03-23,C,939
2087,7398,2024-11-29,A,1243
2088,7400,2024-06-28,C,226
2089,7401,2023-03-28,A,1475
2090,7402,2023-10-06,A,1305
2091,7405,2024-06-06,A,1620
2092,7408,2023-04-20,A,2
2093,7417,2024-12-03,B,246
2094,7421,2024-04-28,A,804
2095,7425,2023-04-14,A,547
2096,7429,2023-02-09,A,390
2097,7434,2025-02-17,C,1571
2098,7437,2023-01-10,A,1637
2099,7444,2023-09-23,A,1270
2100,7445,2022-12-29,A,1249
2101,7446,2023-08-09,A,1645
2102,7453,2024-08-27,C,1455
2103,7460,2025-02-23,C,37
2104,7466,2025-01-20,A,53
2105,7467,2025-03-04,A,137
2106,7471,2025-06-28,C,901
2107,7472,2025-02-09,B,960
2108,7473,2023-04-20,A,725
2109,7475,2024-05-09,A,698
2110,7482,2023-08-26,A,1354
2111,7483,2025-03-17,A,889
2112,7485,2022-05-09,A,1819
2113,7488,2024-02-17,C,1734
2114,7489,2023-07-17,A,534
2115,7490,2025-05-02,A,461
2116,7496,2023-10-10,C,260
2117,7499,2024-11-18,A,759
2118,7500,2025-02-10,A,593
2119,7502,2023-02-15,A,314
2120,7512,2024-11-03,A,616
2121,7515,2023-09-29,A,1427
2122,7521,2023-02-01,A,1626
2123,7523,2024-12-19,A,1390
2124,7529,2023-08-07,B,55
2125,7532,2022-12-19,A,459
2126,7533,2024-06-29,A,1346
2127,7538,2023-02-24,A,1599
2128,7540,2023-06-13,A,256
2129,7541,2023-08-18,A,1367
2130,7545,2025-04-11,A,1194
2131,7547,2022-11-10,A,366
2132,7548,2024-06-08,A,668
2133,7552,2025-01-11,A,980
2134,7557,2024-10-01,A,1573
2135,7558,2022-11-26,A,1685
2136,7560,2022-09-11,C,71
2137,7571,2022-09-22,B,531
2138,7574,2025-08-28,B,1132
2139,7582,2023-04-13,A,1241
2140,7587,2023-07-09,A,303
2141,7588,2025-06-07,C,872
2142,7589,2025-05-10,A,1178
2143,7603,2023-05-13,A,1499
2144,7604,2023-02-04,A,1573
2145,7605,2024-10-08,A,1754
2146,7609,2022-07-31,C,730
2147,7611,2024-01-26,A,1512
2148,7612,2023-01-02,A,333
2149,7613,2023-09-05,A,361
2150,7615,2024-12-10,B,864
2151,7624,2023-11-18,A,1009
2152,7629,2024-10-04,A,33
2153,7631,2022-09-05,C,410
2154,7632,2023-09-09,A,127
2155,7636,2023-09-25,A,1103
2156,7638,2024-12-12,A,1056
2157,7639,2023-09-06,C,1382
2158,7640,2023-11-08,A,159
2159,7641,2024-05-13,C,1697
2160,7643,2024-11-04,C,1915
2161,7652,2023-06-10,B,441
2162,7656,2022-07-09,C,201
2163,7659,2024-02-23,A,1788
2164,7660,2025-04-15,A,928
2165,7661,2024-10-01,C,1927
2166,7667,2024-03-30,A,1961
2167,7671,2025-02-10,A,1486
2168,7676,2024-04-10,A,475
2169,7685,2024-06-01,A,1285
2170,7689,2024-02-27,A,240
2171,7699,2023-03-26,A,1664
2172,7702,2024-03-19,B,1733
2173,7704,2023-10-31,C,730
2174,7706,2025-03-28,A,1811
2175,7712,2022-12-31,C,1062
2176,7716,2022-10-27,C,1155
2177,7720,2022-06-14,A,660
2178,7727,2024-04-09,A,752
2179,7732,2025-11-05,A,136
2180,7734,2024-07-08,A,9
2181,7738,2023-07-28,A,1409
2182,7739,2022-05-31,A,1368
2183,7742,2025-03-28,A,146
2184,7750,2022-11-14,A,1771
2185,7761,2023-12-14,A,1859
2186,7763,2024-05-16,B,929
2187,7775,2025-04-02,A,464
2188,7776,2022-11-08,C,1709
2189,7782,2022-07-16,A,235
2190,7783,2022-10-08,A,444
2191,7785,2024-09-30,A,1091
2192,7786,2024-03-23,A,1235
2193,7788,2023-12-26,A,1354
2194,7789,2024-10-12,A,212
2195,7790,2023-05-05,A,1906
2196,7792,2024-03-15,A,730
2197,7796,2022-10-25,A,367
2198,7801,2023-01-17,A,414
2199,7803,2024-06-29,A,691
2200,7804,2025-02-25,C,1598
2201,7807,2023-12-31,A,1983
2202,7812,2024-02-26,C,855
2203,7813,2025-03-09,A,639
2204,7815,2024-01-25,A,490
2205,7819,2025-02-17,A,730
2206,7824,2022-08-28,A,1315
2207,7825,2023-12-19,A,1402
2208,7832,2024-02-21,A,1795
2209,7833,2023-05-03,A,1154
2210,7837,2022-07-10,B,1722
2211,7838,2023-10-22,B,1918
2212,7841,2023-03-28,A,7
2213,7842,2022-12-13,A,431
2214,7849,2022-09-13,A,1333
2215,7852,2023-01-08,A,1907
2216,7859,2023-03-07,C,276
2217,7865,2022-09-27,A,1756
2218,7871,2024-07-18,C,571
2219,7877,2024-06-26,A,1115
2220,7878,2024-09-28,A,1555
2221,7879,2025-04-12,A,161
2222,7882,2022-10-21,A,371
2223,7887,2022-11-30,A,147
2224,7888,2022-09-19,B,1051
2225,7889,2025-02-05,C,573
2226,7894,2022-12-15,B,41
2227,7897,2022-07-29,A,983
2228,7901,2022-08-02,A,114
2229,7906,2023-09-03,A,1861
2230,7911,2022-12-04,A,1373
2231,7914,2024-07-03,A,1912
2232,7918,2023-01-03,A,962
2233,7919,2023-07-25,A,1888
2234,7920,2024-08-10,A,1370
2235,7922,2022-07-30,A,136
2236,7924,2024-01-22,A,1054
2237,7927,2022-09-01,A,1813
2238,7929,2023-07-22,A,664
2239,7937,2023-09-02,A,411
2240,7942,2024-01-11,A,1648
2241,7953,2022-11-16,B,972
2242,7958,2023-11-04,A,730
2243,7960,2023-06-18,A,251
2244,7965,2025-02-13,A,1472
2245,7968,2023-02-16,C,656
2246,7972,2024-07-19,A,1535
2247,7974,2024-09-26,A,724
2248,7976,2022-07-31,A,1261
2249,7978,2025-04-03,A,33
2250,7986,2025-03-06,A,1354
2251,7988,2023-12-13,C,1611
2252,7991,2025-05-22,B,932
2253,7993,2022-11-14,A,1277
2254,7999,2024-11-20,A,1820
2255,8014,2025-07-02,A,494
2256,8015,2023-02-23,A,1522
2257,8018,2025-08-20,A,832
2258,8019,2024-02-29,B,883
2259,8020,2022-08-21,B,382
2260,8026,2023-07-01,A,680
2261,8027,2025-02-03,A,1428
2262,8031,2025-02-18,A,340
2263,8039,2022-04-07,B,877
2264,8040,2025-01-13,A,495
2265,8043,2023-09-09,A,1910
2266,8044,2024-01-03,C,1358
2267,8056,2024-11-04,A,738
2268,8078,2025-02-19,A,343
2269,8079,2024-07-17,A,609
2270,8087,2025-08-20,A,1608
2271,8090,2023-02-28,A,324
2272,8095,2024-01-11,A,1538
2273,8098,2025-04-25,A,1940
2274,8109,2025-01-31,C,83
2275,8110,2023-11-16,A,1376
2276,8114,2024-02-29,C,362
2277,8117,2025-08-21,A,1625
2278,8118,2024-01-19,A,1704
2279,8119,2024-04-06,C,191
2280,8121,2024-12-28,A,1720
2281,8123,2024-06-06,A,1772
2282,8125,2025-02-25,A,1873
2283,8127,2023-07-11,A,35
2284,8128,2025-05-21,C,1146
2285,8135,2024-12-19,A,1276
2286,8137,2025-05-12,A,1160
2287,8141,2024-07-19,A,1620
2288,8142,2023-05-02,A,516
2289,8143,2023-08-06,C,607
2290,8152,2023-08-21,A,1705
2291,8153,2025-03-17,A,1593
2292,8154,2024-09-24,C,901
2293,8157,2024-05-22,A,1091
2294,8161,2025-04-22,C,1286
2295,8167,2022-09-27,A,1500
2296,8174,2025-03-06,B,1255
2297,8175,2022-10-28,A,892
2298,8181,2024-01-06,A,1194
2299,8187,2024-04-26,C,287
2300,8192,2024-09-25,A,3
2301,8198,2023-07-21,A,959
2302,8199,2025-07-30,A,1915
2303,8209,2022-10-28,B,900
2304,8210,2024-01-18,A,821
2305,8212,2024-09-27,A,1325
2306,8214,2025-11-12,A,1061
2307,8215,2024-03-20,A,1588
2308,8222,2023-08-14,C,1512
2309,8223,2025-05-03,A,1906
2310,8225,2025-01-12,C,881
2311,8227,2023-01-17,C,710
2312,8231,2022-05-01,A,439
2313,8234,2024-10-25,B,415
2314,8236,2023-12-10,C,1810
2315,8247,2024-08-28,B,1682
2316,8249,2023-02-25,A,569
2317,8250,2023-03-16,A,646
2318,8251,2023-12-18,A,17
2319,8267,2023-11-08,A,1826
2320,8272,2023-10-13,A,77
2321,8277,2025-06-28,B,1306
2322,8279,2024-12-28,A,390
2323,8280,2024-04-23,A,1221
2324,8281,2022-12-01,A,874
2325,8283,2023-05-04,A,698
2326,8293,2023-02-11,A,1513
2327,8294,2023-02-24,A,590
2328,8298,2025-06-09,A,312
2329,8300,2024-12-09,A,161
2330,8303,2023-11-26,A,1773
2331,8308,2023-02-15,A,697
2332,8309,2024-05-16,A,732
2333,8310,2023-11-18,A,1206
2334,8313,2024-02-10,A,1247
2335,8316,2025-01-01,A,216
2336,8317,2022-12-31,A,840
2337,8320,2024-02-11,B,1347
2338,8322,2022-12-14,B,1183
2339,8323,2022-11-14,C,12
2340,8325,2025-01-06,B,303
2341,8331,2022-12-06,C,1277
2342,8339,2022-07-25,C,1901
2343,8343,2024-05-28,A,1319
2344,8348,2023-09-17,A,1780
2345,8349,2025-04-12,A,205
2346,8353,2024-06-22,A,1324
2347,8359,2023-04-23,A,1292
2348,8363,2022-12-07,A,604
2349,8368,2023-02-13,A,1772
2350,8370,2023-02-13,A,1306
2351,8372,2023-04-26,A,950
2352,8374,2024-12-21,A,656
2353,8375,2023-01-02,A,153
2354,8379,2024-12-29,A,1794
2355,8382,2022-05-18,A,791
2356,8383,2022-10-17,A,1246
2357,8385,2024-09-20,C,1599
2358,8386,2023-09-28,A,413
2359,8387,2024-05-27,A,1306
2360,8390,2025-09-06,A,628
2361,8392,2023-04-11,A,1392
2362,8394,2023-04-16,C,1220
2363,8397,2023-11-20,A,1589
2364,8398,2024-02-20,A,1805
2365,8400,2024-01-25,A,1393
2366,8405,2023-11-20,A,1866
2367,8408,2023-02-04,A,1365
2368,8413,2023-02-25,A,710
2369,8414,2024-07-25,A,1549
2370,8416,2024-06-08,A,459
2371,8418,2023-11-23,A,616
2372,8419,2023-09-30,A,1548
2373,8420,2024-11-02,A,1720
2374,8421,2024-11-02,A,1447
2375,8423,2024-12-23,B,488
2376,8425,2022-08-22,A,555
2377,8426,2024-01-09,B,211
2378,8428,2024-04-30,A,541
2379,8429,2024-08-09,A,1890
2380,8434,2022-12-27,A,103
2381,8438,2023-05-16,A,1991
2382,8439,2025-01-01,A,1020
2383,8444,2023-09-26,A,1024
2384,8446,2025-02-08,C,767
2385,8448,2022-09-22,C,721
2386,8452,2025-03-11,C,673
2387,8453,2024-05-17,A,490
2388,8455,2024-10-23,A,1771
2389,8459,2023-08-11,A,71
2390,8463,2024-05-14,A,1308
2391,8467,2025-01-14,A,1635
2392,8474,2025-04-06,A,1394
2393,8479,2023-04-08,A,891
2394,8482,2023-10-28,A,65
2395,8486,2025-01-18,A,1273
2396,8488,2023-08-28,A,1103
2397,8490,2025-08-25,A,428
2398,8494,2025-01-18,A,1269
2399,8496,2023-08-29,A,427
2400,8497,2023-05-14,A,90
2401,8502,2025-06-06,B,1810
2402,8504,2023-08-30,A,669
2403,8505,2024-02-16,C,1208
2404,8512,2024-07-13,A,144
2405,8514,2023-08-29,C,1096
2406,8520,2024-12-30,A,950
2407,8536,2022-07-26,A,1334
2408,8538,2025-09-02,A,157
2409,8542,2022-11-25,A,1774
2410,8543,2023-10-27,A,1583
2411,8547,2024-11-18,A,157
2412,8550,2024-07-07,A,1164
2413,8552,2024-04-07,A,1018
2414,8553,2023-12-24,C,579
2415,8556,2023-08-22,A,507
2416,8559,2023-11-11,A,1985
2417,8561,2023-02-08,A,1132
2418,8563,2023-12-06,C,1551
2419,8565,2022-07-21,B,1553
2420,8570,2022-12-13,A,1110
2421,8572,2023-05-25,C,217
2422,8573,2024-06-06,A,381
2423,8577,2023-12-02,A,249
2424,8583,2022-06-02,A,1806
2425,8584,2022-11-08,A,1870
2426,8598,2023-04-16,C,1625
2427,8600,2025-01-31,C,69
2428,8607,2024-03-22,A,1375
2429,8609,2022-11-21,A,1847
2430,8611,2024-02-26,A,1968
2431,8612,2022-07-26,A,419
2432,8622,2024-12-16,B,1920
2433,8624,2025-05-27,A,1220
2434,8635,2022-06-21,C,1228
2435,8642,2025-09-21,B,1458
2436,8643,2024-03-22,C,522
2437,8651,2023-06-27,C,274
2438,8653,2025-02-13,A,1627
2439,8655,2024-07-04,A,880
2440,8657,2024-07-28,B,1276
2441,8664,2025-08-24,A,298
2442,8667,2024-02-13,A,49
2443,8671,2023-01-13,A,515
2444,8672,2024-07-18,C,981
2445,8675,2024-02-01,A,1867
2446,8676,2025-05-10,C,881
2447,8678,2025-07-24,A,702
2448,8686,2025-04-28,A,1083
2449,8687,2023-04-24,C,195
2450,8689,2023-12-08,A,1482
2451,8691,2025-02-11,A,1253
2452,8693,2023-09-20,C,1933
2453,8696,2025-06-08,C,710
2454,8701,2025-03-26,C,609
2455,8707,2024-04-10,A,1242
2456,8710,2025-01-29,A,308
2457,8712,2023-11-29,A,165
2458,8713,2023-09-18,B,893
2459,8714,2023-05-28,B,1184
2460,8716,2023-10-02,A,1640
2461,8719,2023-10-13,A,108
2462,8724,2025-04-16,A,1195
2463,8725,2024-07-26,C,1490
2464,8733,2024-07-11,C,147
2465,8735,2024-07-08,C,1925
2466,8740,2023-10-03,C,1072
2467,8741,2023-10-18,B,1227
2468,8744,2024-11-24,A,1383
2469,8747,2024-04-05,A,1599
2470,8751,2023-03-02,A,209
2471,8752,2025-09-29,B,1864
2472,8754,2022-10-22,A,252
2473,8755,2024-06-27,A,1435
2474,8756,2023-08-31,A,459
2475,8758,2022-07-29,A,896
2476,8760,2022-11-23,B,1598
2477,8761,2025-06-24,C,1556
2478,8769,2025-03-27,A,1891
2479,8773,2024-07-25,A,1000
2480,8774,2023-07-18,A,1837
2481,8775,2024-04-22,A,495
2482,8777,2025-01-13,A,1213
2483,8778,2023-10-12,A,151
2484,8779,2025-07-29,A,354
2485,8780,2022-09-19,A,1525
2486,8785,2023-03-21,A,1183
2487,8787,2025-06-28,B,1501
2488,8788,2023-11-28,A,1919
2489,8789,2025-05-26,A,802
2490,8790,2025-07-19,B,350
2491,8791,2022-11-22,A,1571
2492,8798,2025-01-07,A,1107
2493,8803,2023-11-30,A,501
2494,8806,2022-07-20,A,1175
2495,8808,2022-04-21,A,647
2496,8821,2023-10-27,C,1804
2497,8823,2023-04-08,A,1427
2498,8828,2023-08-22,A,390
2499,8834,2024-07-25,A,80
2500,8837,2023-01-31,B,776
2501,8839,2022-10-28,A,1450
2502,8843,2022-10-22,C,884
2503,8855,2024-07-25,C,1067
2504,8858,2023-09-11,B,1910
2505,8865,2023-06-19,A,947
2506,8867,2022-10-15,A,1667
2507,8872,2024-05-08,A,1213
2508,8873,2023-06-18,C,921
2509,8876,2024-03-30,A,526
2510,8882,2022-10-27,A,1527
2511,8885,2023-04-29,C,533
2512,8886,2023-05-14,A,1957
2513,8888,2024-07-13,A,1622
2514,8900,2024-03-20,A,379
2515,8904,2023-07-19,A,465
2516,8913,2024-07-28,A,242
2517,8915,2024-01-11,A,588
2518,8921,2024-10-23,C,1299
2519,8923,2023-03-13,A,567
2520,8928,2024-06-22,C,1139
2521,8929,2022-12-08,A,1474
2522,8934,2024-03-16,A,1584
2523,8935,2022-11-09,B,888
2524,8939,2025-04-20,C,325
2525,8941,2024-03-04,B,1286
2526,8950,2022-07-26,C,536
2527,8956,2023-08-04,A,1982
2528,8958,2024-04-11,A,1377
2529,8961,2023-08-19,B,119
2530,8964,2025-05-04,C,837
2531,8965,2024-08-11,A,1146
2532,8967,2025-04-07,A,1811
2533,8975,2023-11-28,C,320
2534,8976,2023-07-30,C,1509
2535,8978,2023-03-16,C,1887
2536,8979,2024-09-22,C,1510
2537,8981,2023-12-30,A,1788
2538,8982,2022-12-19,A,723
2539,8984,2023-06-05,A,323
2540,8987,2025-09-05,A,1852
2541,8988,2023-09-22,A,388
2542,8990,2024-02-29,A,1451
2543,8991,2025-02-04,A,1397
2544,8992,2022-11-04,A,453
2545,8993,2024-10-04,A,1591
2546,8999,2024-08-07,A,1902
2547,9004,2022-11-27,A,250
2548,9005,2023-02-08,A,426
2549,9007,2024-06-14,B,462
2550,9008,2024-02-25,C,1013
2551,9010,2022-05-22,A,1085
2552,9012,2024-04-28,A,684
2553,9020,2023-10-11,A,234
2554,9032,2022-09-16,B,1954
2555,9038,2024-04-14,C,1754
2556,9039,2023-03-18,A,1303
2557,9042,2024-10-30,C,906
2558,9044,2024-05-30,A,1157
2559,9045,2023-11-16,A,92
2560,9046,2024-10-05,A,39
2561,9050,2023-09-23,A,422
2562,9051,2023-10-06,B,452
2563,9056,2023-07-04,A,1156
2564,9057,2025-01-28,C,1377
2565,9059,2023-01-07,C,1598
2566,9061,2024-11-21,A,1183
2567,9064,2024-11-04,B,1302
2568,9065,2024-11-25,A,978
2569,9066,2024-10-05,A,1777
2570,9070,2023-06-14,A,509
2571,9074,2024-10-17,A,1910
2572,9077,2023-02-24,A,806
2573,9080,2022-10-17,C,1377
2574,9087,2024-06-19,B,1873
2575,9089,2023-10-14,A,882
2576,9092,2025-01-11,A,1598
2577,9094,2023-11-23,A,862
2578,9097,2022-09-12,A,36
2579,9098,2024-07-12,A,932
2580,9103,2023-01-31,A,1617
2581,9104,2024-11-26,A,345
2582,9112,2025-07-22,A,210
2583,9116,2023-03-03,A,1306
2584,9118,2023-02-12,A,1572
2585,9122,2022-06-14,A,1162
2586,9127,2024-12-11,A,97
2587,9129,2025-02-20,A,699
2588,9130,2022-11-23,A,600
2589,9131,2024-03-12,C,746
2590,9132,2024-02-21,A,1020
2591,9133,2024-05-22,A,1137
2592,9134,2022-10-05,A,1078
2593,9136,2023-09-20,A,858
2594,9142,2023-03-03,A,1064
2595,9143,2024-05-16,C,865
2596,9151,2024-01-30,A,1895
2597,9152,2023-09-17,A,1232
2598,9158,2022-04-01,A,937
2599,9163,2022-10-03,A,1547
2600,9172,2023-06-08,B,279
2601,9185,2025-02-25,C,1598
2602,9186,2025-05-14,C,266
2603,9187,2023-11-06,A,257
2604,9195,2022-09-30,C,873
2605,9196,2023-08-29,C,1487
2606,9202,2022-08-26,A,121
2607,9205,2024-11-10,A,1213
2608,9206,2023-01-24,A,1002
2609,9208,2024-07-09,A,174
2610,9215,2024-11-21,A,774
2611,9216,2024-08-08,B,871
2612,9218,2022-06-19,A,134
2613,9225,2024-07-30,C,1596
2614,9226,2023-02-26,A,611
2615,9227,2024-09-07,A,1497
2616,9228,2023-04-21,A,348
2617,9231,2024-04-06,A,1013
2618,9233,2025-01-19,A,1666
2619,9235,2023-11-03,C,1738
2620,9236,2023-07-29,A,1102
2621,9239,2024-10-11,A,982
2622,9240,2023-05-11,A,1519
2623,9247,2024-11-02,A,234
2624,9251,2024-01-24,C,108
2625,9252,2023-01-17,A,42
2626,9253,2025-01-14,A,707
2627,9263,2023-04-26,C,305
2628,9264,2022-07-31,C,1375
2629,9265,2023-02-03,C,685
2630,9267,2025-06-08,A,1713
2631,9268,2025-02-01,A,667
2632,9279,2022-10-25,A,1663
2633,9281,2022-11-22,A,1735
2634,9282,2024-08-18,A,235
2635,9283,2023-06-30,A,9
2636,9287,2022-10-27,A,1293
2637,9288,2024-01-22,C,1662
2638,9293,2024-09-07,A,1035
2639,9294,2023-03-03,C,1721
2640,9300,2024-06-14,A,973
2641,9303,2023-02-10,B,646
2642,9311,2024-01-15,A,1972
2643,9322,2024-01-24,A,1863
2644,9329,2025-02-14,A,1341
2645,9330,2025-02-15,A,1404
2646,9331,2023-06-30,C,1641
2647,9332,2024-07-11,A,484
2648,9335,2024-05-10,A,228
2649,9338,2023-06-11,A,960
2650,9340,2022-07-16,C,226
2651,9341,2024-05-06,A,10
2652,9343,2025-05-17,A,348
2653,9345,2024-10-15,C,1684
2654,9348,2024-10-12,C,313
2655,9353,2024-04-25,A,1589
2656,9359,2025-05-22,B,1695
2657,9361,2025-04-02,A,1409
2658,9368,2025-05-03,C,1113
2659,9370,2023-10-07,C,1318
2660,9398,2025-06-26,A,1219
2661,9403,2023-06-11,A,663
2662,9410,2022-05-25,A,1327
