ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
6394,9743,1,2022-11-22,1,1,30,1939,10,15732,1,0
6395,9744,1,2023-04-10,1,24,162,750,8,15733,1,0
6396,9746,1,2022-05-03,1,9,96,1785,8,15736,1,0
6397,9747,1,2024-04-12,1,12,116,1923,8,15737,1,0
6398,9749,1,2023-01-12,1,22,155,397,7,15741,1,0
6399,9750,1,2023-07-23,1,8,89,1614,6,15742,1,0
6400,9752,1,2022-10-07,1,10,105,1404,2,15746,1,0
6401,9753,1,2023-08-11,1,8,92,1219,4,15747,1,0
6402,9757,2,2023-10-24,1,6,77,1239,10,15755,1,0
6403,9759,1,2024-12-22,1,1,2,3,3,15758,1,0
6404,9761,1,2024-06-29,1,5,67,1666,9,15762,1,0
6405,9762,1,2023-11-15,1,4,56,957,8,15764,1,0
6406,9763,1,2022-10-17,1,24,161,992,2,15765,1,0
6407,9765,1,2023-12-05,1,4,59,1397,4,15770,1,0
6408,9766,1,2024-05-09,1,10,103,10,8,15772,1,0
6409,9767,1,2024-02-17,1,6,71,1576,2,15773,1,0
6410,9769,1,2024-08-02,1,14,127,343,3,15775,1,0
6411,9770,1,2022-05-29,1,1,1,1607,6,15776,1,0
6412,9771,1,2022-10-24,1,14,128,574,9,15777,1,0
6413,9771,1,2022-10-03,1,14,128,574,9,15778,1,0
6414,9774,1,2024-09-09,1,23,160,1454,7,15782,1,0
6415,9780,2,2023-11-17,1,20,151,563,6,15792,1,0
6416,9781,1,2023-02-21,1,3,44,839,9,15793,1,0
6417,9782,1,2024-07-18,1,8,90,1375,10,15794,1,0
6418,9783,1,2023-05-14,1,22,157,317,9,15795,1,0
6419,9784,1,2024-08-16,1,21,152,1919,5,15796,1,0
6420,9786,1,2023-08-27,1,11,108,1597,10,15803,1,0
6421,9788,1,2022-03-24,1,11,109,359,2,15805,1,0
6422,9790,1,2024-11-29,1,9,100,423,4,15807,1,0
6423,9791,1,2023-04-12,1,1,24,1647,7,15808,1,0
6424,9792,1,2024-05-05,1,12,115,270,8,15809,1,0
6425,9795,1,2024-10-16,1,19,146,1950,4,15813,1,0
6426,9796,1,2024-03-10,1,9,100,907,3,15814,1,0
6427,9797,1,2023-04-17,1,17,140,515,2,15815,1,0
6428,9797,1,2023-02-18,1,17,140,515,2,15816,1,0
6429,9799,1,2024-03-13,1,21,152,707,9,15819,1,0
6430,9801,1,2024-02-21,1,4,52,1323,3,15821,1,0
6431,9802,1,2024-10-14,1,4,54,55,1,15822,1,0
6432,9804,1,2022-04-04,1,26,167,705,3,15824,1,0
6433,9804,1,2022-03-20,1,26,167,705,3,15825,1,0
6434,9805,1,2024-01-19,1,12,118,1056,8,15826,1,0
6435,9806,1,2023-07-03,1,22,156,427,7,15827,1,0
6436,9807,1,2022-08-20,1,15,132,1002,2,15831,1,0
6437,9808,1,2023-11-29,1,3,41,603,10,15832,1,0
6438,9809,1,2024-03-15,1,19,144,951,9,15833,1,0
6439,9810,1,2022-03-14,1,22,156,1870,7,15834,1,0
6440,9813,1,2023-09-05,1,17,138,275,7,15838,1,0
6441,9814,1,2022-10-28,1,4,54,55,4,15839,1,0
6442,9816,1,2023-05-19,1,13,123,453,2,15841,1,0
6443,9817,1,2024-07-01,1,17,139,1798,8,15842,1,0
6444,9820,1,2023-02-05,1,6,73,625,2,15846,1,0
6445,9823,1,2022-02-18,1,15,130,1646,5,15849,1,0
6446,9824,1,2024-05-25,1,6,71,82,4,15850,1,0
6447,9824,1,2024-05-27,1,6,71,82,4,15851,1,0
6448,9825,1,2023-11-11,1,4,53,1878,5,15852,1,0
6449,9827,1,2024-06-16,1,7,86,993,10,15856,1,1
6450,9828,1,2023-10-09,1,9,94,1902,8,15857,1,0
6451,9832,2,2022-05-14,1,2,33,608,5,15863,1,0
6452,9833,2,2024-09-24,1,21,153,1763,2,15864,1,0
6453,9834,1,2022-09-21,1,1,18,837,9,15865,1,0
6454,9835,1,2023-10-31,1,6,79,19,8,15867,1,0
6455,9836,1,2024-03-17,1,1,16,32,6,15868,1,0
6456,9837,1,2024-08-01,1,7,82,283,3,15869,1,0
6457,9840,1,2024-04-15,1,31,184,1735,2,15876,1,0
6458,9842,1,2022-11-18,1,12,118,1656,8,15878,1,0
6459,9844,1,2024-12-16,1,3,50,521,8,15880,1,0
6460,9845,1,2022-09-30,1,31,183,1871,2,15883,1,0
6461,9847,1,2023-07-16,1,1,28,677,7,15886,1,0
6462,9849,2,2022-05-21,1,7,80,177,9,15891,1,0
6463,9850,1,2023-06-24,1,17,139,264,7,15892,1,0
6464,9852,1,2022-09-18,1,30,181,1575,5,15895,1,0
6465,9853,1,2023-05-09,1,12,115,1657,7,15896,1,0
6466,9854,1,2024-12-20,1,3,40,1032,5,15897,1,0
6467,9856,1,2022-06-19,1,16,137,987,5,15899,1,0
6468,9856,1,2022-07-13,1,16,137,987,5,15900,1,0
6469,9858,2,2022-07-25,1,4,58,57,8,15904,1,0
6470,9859,1,2024-05-18,1,3,42,798,5,15905,1,0
6471,9859,2,2024-05-28,1,3,42,798,5,15906,1,0
6472,9860,1,2023-06-03,1,21,152,901,5,15907,1,0
6473,9862,1,2022-05-28,1,7,84,156,9,15911,1,0
6474,9863,1,2024-05-16,1,10,105,1404,10,15912,1,0
6475,9863,1,2024-05-27,1,10,105,1404,10,15913,1,0
6476,9865,1,2023-01-20,1,28,175,1797,1,15915,1,0
6477,9866,2,2024-03-14,1,17,138,51,1,15919,1,0
6478,9867,1,2024-03-16,1,5,69,428,2,15920,1,0
6479,9868,1,2024-12-21,1,1,25,1329,5,15921,1,0
6480,9869,1,2022-08-22,1,24,163,101,5,15923,1,0
6481,9871,1,2023-05-01,1,14,129,1142,3,15928,1,0
6482,9871,2,2023-04-15,1,14,129,1142,3,15929,1,0
6483,9874,1,2023-12-18,1,24,162,1934,10,15936,1,0
6484,9875,1,2023-11-26,1,7,84,1765,7,15937,1,0
6485,9875,1,2023-10-25,1,7,84,1765,7,15938,1,0
6486,9877,1,2023-06-13,1,27,170,912,1,15944,1,0
6487,9878,2,2024-03-08,1,1,3,1503,2,15945,1,0
6488,9879,1,2022-09-29,1,21,153,590,7,15948,1,0
6489,9880,1,2024-10-24,1,17,140,942,1,15949,1,0
6490,9881,2,2022-08-14,1,31,183,948,9,15950,1,0
6491,9882,1,2024-08-11,1,30,180,85,6,15952,1,0
6492,9885,1,2022-06-10,1,1,11,787,4,15955,1,0
6493,9887,1,2025-01-22,1,22,155,843,10,15957,1,0
6494,9888,1,2022-06-04,1,19,144,931,1,15958,1,0
6495,9890,1,2022-11-18,1,27,172,1049,6,15961,1,0
6496,9892,1,2023-02-17,1,19,146,34,7,15963,1,0
6497,9893,1,2023-11-15,1,4,60,246,4,15964,1,0
6498,9894,1,2022-08-23,1,20,148,1102,9,15965,1,0
6499,9896,1,2022-09-24,1,5,70,597,2,15969,1,0
6500,9897,1,2023-07-24,1,9,94,1724,9,15970,1,0
6501,9897,1,2023-05-13,1,9,94,1724,9,15971,1,0
6502,9899,1,2023-12-11,1,28,175,1797,8,15973,1,0
6503,9900,1,2023-05-12,1,4,57,570,5,15974,1,0
6504,9902,2,2025-02-19,1,1,10,368,1,15976,1,0
6505,9903,1,2023-12-30,1,21,154,540,8,15977,1,0
6506,9912,1,2023-04-29,1,12,115,581,6,15993,1,0
6507,9914,1,2024-05-07,1,6,77,211,10,15996,1,0
6508,9916,1,2025-01-04,1,1,27,455,7,15999,1,0
6509,9917,2,2025-01-04,1,23,158,324,10,16001,1,0
6510,9918,1,2022-08-12,1,31,182,234,3,16002,1,0
6511,9918,1,2022-09-10,1,31,182,234,3,16003,1,0
6512,9920,1,2024-08-02,1,11,111,1880,2,16005,1,0
6513,9921,1,2023-07-10,1,7,81,735,9,16007,1,0
6514,9922,1,2022-08-21,1,10,105,1427,3,16010,1,0
6515,9923,1,2024-12-16,1,13,122,435,4,16011,1,0
6516,9928,1,2022-04-06,1,15,130,194,5,16020,1,0
6517,9929,1,2023-04-21,1,4,61,212,1,16021,1,0
6518,9930,1,2025-02-02,1,6,77,1239,2,16022,1,0
6519,9931,1,2024-05-09,1,24,161,1603,7,16023,1,0
6520,9932,1,2022-04-28,1,4,54,1181,2,16024,1,0
6521,9932,1,2022-04-29,1,4,54,1181,2,16025,1,0
6522,9935,1,2023-12-20,1,14,126,659,5,16030,1,0
6523,9936,1,2023-02-22,1,25,165,11,5,16032,1,0
6524,9937,1,2024-10-02,1,13,124,1072,4,16033,1,0
6525,9938,1,2022-06-27,1,31,182,978,10,16035,1,0
6526,9939,1,2024-03-30,1,1,4,1634,2,16037,1,0
6527,9942,2,2024-11-04,1,9,96,1494,5,16040,1,0
6528,9946,1,2022-11-09,1,1,19,743,2,16048,1,0
6529,9947,1,2022-06-24,1,8,89,571,8,16049,1,0
6530,9948,1,2024-01-22,1,9,100,1757,10,16051,1,0
6531,9950,1,2022-06-04,1,4,59,1780,9,16056,1,0
6532,9950,1,2022-06-21,1,4,59,1780,9,16057,1,0
6533,9951,1,2023-01-30,1,19,145,668,3,16059,1,0
6534,9955,1,2023-11-13,1,20,151,1364,7,16065,1,0
6535,9956,1,2022-11-25,1,3,48,573,1,16067,1,0
6536,9958,1,2023-11-15,1,31,184,1556,6,16071,1,0
6537,9959,2,2023-12-24,1,2,37,403,8,16072,1,0
6538,9960,2,2024-09-30,1,20,150,512,6,16073,1,0
6539,9964,1,2023-04-04,1,23,159,1807,10,16080,1,0
6540,9965,1,2022-09-16,1,18,143,1464,8,16084,1,0
6541,9967,1,2024-09-23,1,1,32,1101,9,16091,1,0
6542,9968,1,2022-03-31,1,1,32,666,10,16092,1,0
6543,9973,1,2022-07-21,1,3,48,1914,5,16102,1,0
6544,9974,1,2024-07-14,1,15,133,1835,5,16104,1,0
6545,9975,1,2023-05-05,1,24,162,1422,1,16105,1,0
6546,9978,1,2024-04-11,1,9,99,353,7,16111,1,0
6547,9979,2,2024-10-31,1,1,12,88,9,16112,1,0
6548,9982,1,2024-05-24,1,27,171,44,2,16118,1,0
6549,9984,1,2024-03-13,1,31,183,646,1,16120,1,1
6550,9988,1,2024-01-28,1,5,70,597,2,16127,1,0
6551,9989,1,2024-01-14,1,5,63,1209,4,16129,1,0
6552,9990,1,2024-07-17,1,1,7,141,10,16130,1,0
6553,9993,1,2024-02-28,1,11,108,1597,10,16135,1,0
6554,9994,1,2024-05-23,1,8,87,231,8,16136,1,0
6555,9995,1,2024-04-27,1,13,121,1811,8,16137,1,0
6556,9996,1,2023-09-25,1,8,91,1318,2,16138,1,0
6557,9996,2,2023-09-16,1,8,91,1318,2,16139,1,0
6558,9997,1,2023-02-05,1,1,29,918,10,16140,1,0
6559,9998,1,2022-03-06,1,11,112,1482,8,16142,1,0
6560,9999,1,2023-01-25,1,6,72,24,8,16144,1,0
6561,10000,1,2024-05-05,1,19,144,951,3,16145,1,0
6562,10003,1,2024-02-10,1,4,61,212,2,16151,1,0
6563,10004,1,2023-02-17,1,16,136,155,8,16153,1,0
6564,10005,1,2024-01-12,1,17,138,943,4,16154,1,0
6565,10007,1,2022-08-19,1,9,96,1612,7,16157,1,0
6566,10010,1,2023-11-05,1,23,159,1229,5,16163,1,0
6567,10011,1,2023-11-15,1,4,59,564,5,16166,1,0
6568,10011,1,2024-01-11,1,4,59,564,5,16167,1,0
6569,10012,1,2023-10-24,1,9,95,350,10,16168,1,0
6570,10014,1,2023-09-06,1,16,136,454,1,16170,1,0
6571,10015,1,2022-09-07,1,7,84,589,2,16173,1,0
6572,10016,1,2023-08-31,1,13,124,1334,5,16175,1,0
6573,10017,1,2023-11-15,1,26,168,335,9,16178,1,0
6574,10017,1,2023-10-30,1,26,168,335,9,16179,1,0
6575,10018,1,2025-02-01,1,31,183,420,3,16180,1,0
6576,10019,1,2022-09-11,1,27,172,1517,6,16181,1,0
6577,10019,1,2022-08-09,1,27,172,1517,6,16182,1,0
6578,10021,1,2023-04-18,1,19,146,628,4,16186,1,0
6579,10024,1,2022-06-13,1,15,133,1310,7,16190,1,0
6580,10025,1,2024-10-12,1,25,166,1702,4,16191,1,0
6581,10025,1,2024-10-11,1,25,166,1702,4,16192,1,0
6582,10026,1,2024-09-07,1,10,103,1706,2,16193,1,0
6583,10029,2,2023-04-10,1,10,103,1685,9,16198,1,0
6584,10030,1,2022-12-06,1,1,32,1044,3,16201,1,0
6585,10031,2,2022-11-15,1,1,26,318,2,16202,1,0
6586,10032,2,2022-07-06,1,5,64,1167,4,16203,1,0
6587,10034,1,2024-12-01,1,1,18,1453,4,16205,1,0
6588,10035,1,2024-02-22,1,16,136,1662,5,16206,1,0
6589,10036,1,2023-06-14,1,22,157,233,10,16207,1,0
6590,10036,1,2023-06-07,1,22,157,233,10,16208,1,0
6591,10038,1,2025-02-06,1,17,139,104,7,16210,1,0
6592,10040,1,2022-12-21,1,7,80,177,1,16212,1,0
6593,10042,1,2025-01-19,1,1,18,1453,2,16214,1,0
6594,10043,1,2023-08-19,1,2,34,1526,6,16215,1,0
6595,10044,2,2023-04-20,1,6,72,1892,7,16217,1,0
6596,10046,1,2022-10-27,1,26,167,351,7,16220,1,0
6597,10047,1,2023-10-29,1,27,170,503,8,16221,1,0
6598,10048,1,2023-05-18,1,25,164,123,2,16224,1,0
6599,10050,1,2023-09-28,1,15,130,1127,7,16227,1,0
6600,10051,1,2023-06-11,1,12,117,1469,7,16228,1,0
6601,10053,1,2023-03-06,1,6,77,858,6,16231,1,0
6602,10057,1,2023-04-19,1,11,110,1247,5,16238,1,0
6603,10057,1,2023-04-25,1,11,110,1247,5,16239,1,0
6604,10062,1,2025-01-07,1,10,105,1427,8,16245,1,0
6605,10064,1,2022-09-09,1,6,73,1262,4,16248,1,0
6606,10065,1,2023-06-30,1,1,17,432,7,16250,1,0
6607,10067,1,2022-08-05,1,9,98,1942,4,16252,1,0
6608,10068,1,2023-01-02,1,25,166,795,6,16255,1,0
6609,10069,1,2024-09-17,1,27,172,700,9,16256,1,0
6610,10071,2,2025-01-13,1,5,70,470,10,16258,1,0
6611,10072,2,2022-04-05,1,4,53,1066,2,16260,1,0
6612,10073,1,2024-07-10,1,1,11,813,6,16261,1,0
6613,10073,1,2024-07-20,1,1,11,813,6,16262,1,0
6614,10077,1,2024-04-20,1,2,35,379,8,16268,1,0
6615,10081,1,2023-12-12,1,29,176,1700,8,16273,1,0
6616,10084,1,2022-10-28,1,23,160,696,7,16277,1,0
6617,10089,1,2023-03-28,1,1,19,58,3,16286,1,0
6618,10090,1,2024-03-06,1,11,108,1762,10,16289,1,0
6619,10091,1,2023-12-22,1,1,9,1538,10,16292,1,0
6620,10093,1,2024-09-30,1,3,43,1997,1,16294,1,0
6621,10098,1,2022-05-19,1,6,73,1262,9,16301,1,0
6622,10100,1,2022-11-22,1,4,57,1994,4,16303,1,0
6623,10102,1,2022-08-13,1,12,115,416,9,16306,1,0
6624,10103,1,2023-12-09,1,12,118,450,2,16307,1,0
6625,10104,1,2024-01-25,1,1,32,1751,5,16308,1,0
6626,10105,1,2024-12-26,1,7,82,1945,3,16309,1,0
6627,10107,2,2024-05-25,1,7,86,1837,3,16311,1,0
6628,10110,1,2024-03-25,1,11,108,191,7,16314,1,0
6629,10110,1,2024-02-22,1,11,108,191,7,16315,1,0
6630,10112,1,2023-03-16,1,1,4,1245,2,16317,1,0
6631,10114,1,2024-06-07,1,10,101,848,10,16323,1,0
6632,10115,1,2023-10-22,1,4,56,1277,3,16324,1,0
6633,10116,2,2023-09-03,1,1,6,1514,9,16327,1,0
6634,10120,1,2024-10-03,1,3,42,1574,8,16331,1,0
6635,10121,1,2023-11-06,1,2,34,1436,10,16333,1,0
6636,10122,1,2024-07-26,1,29,178,1789,4,16334,1,0
6637,10124,1,2023-08-17,1,8,87,1673,6,16341,1,0
6638,10124,1,2023-09-10,1,8,87,1673,6,16342,1,0
6639,10126,1,2022-09-19,1,11,109,1686,10,16347,1,0
6640,10127,1,2022-11-29,1,9,94,1724,9,16348,1,0
6641,10129,1,2023-05-02,1,23,160,1727,1,16351,1,0
6642,10132,1,2022-09-14,1,7,85,1754,3,16357,1,0
6643,10136,1,2022-02-01,1,20,149,821,3,16364,1,0
6644,10138,1,2024-03-23,1,24,162,23,8,16369,1,0
6645,10139,1,2022-03-13,1,21,153,1836,10,16370,1,0
6646,10140,1,2023-08-30,1,12,117,947,1,16371,1,1
6647,10143,1,2023-02-16,1,8,87,1674,8,16374,1,0
6648,10146,1,2022-12-28,1,18,141,1114,3,16379,1,0
6649,10147,1,2025-03-08,1,15,132,490,10,16380,1,0
6650,10148,1,2024-12-12,1,7,84,1765,1,16382,1,0
6651,10149,1,2022-11-02,1,4,59,6,6,16383,1,0
6652,10151,1,2024-07-21,1,14,126,659,7,16386,1,0
6653,10154,1,2023-01-13,1,1,2,3,1,16390,1,0
6654,10156,1,2024-09-22,1,3,45,1071,7,16392,1,0
6655,10156,1,2024-09-26,1,3,45,1071,7,16393,1,0
6656,10157,2,2022-04-09,1,3,48,1746,6,16394,1,0
6657,10158,1,2024-07-28,1,25,164,1261,7,16397,1,0
6658,10159,1,2022-05-12,1,1,6,1667,10,16398,1,0
6659,10159,1,2022-06-08,1,1,6,1667,10,16399,1,0
6660,10162,1,2023-03-31,1,20,150,256,3,16402,1,0
6661,10163,1,2023-08-03,1,1,19,36,9,16403,1,0
6662,10164,1,2024-03-17,1,20,149,172,2,16404,1,0
6663,10168,2,2023-09-20,1,4,58,57,10,16411,1,0
6664,10169,1,2022-08-14,1,23,158,1060,9,16412,1,0
6665,10170,1,2024-10-14,1,29,176,1812,8,16414,1,0
6666,10171,1,2022-09-24,1,17,139,545,3,16416,1,0
6667,10172,1,2022-04-19,1,11,109,1686,9,16417,1,0
6668,10175,1,2024-08-17,1,1,21,568,3,16420,1,0
6669,10176,1,2024-09-22,1,1,1,1607,2,16421,1,0
6670,10177,1,2025-01-11,1,12,117,1616,1,16423,1,0
6671,10178,1,2024-11-10,1,1,12,232,10,16425,1,0
6672,10180,1,2024-01-09,1,1,1,749,6,16429,1,0
6673,10181,1,2022-10-09,1,30,180,1146,8,16430,1,0
6674,10183,1,2022-11-12,1,23,159,1302,2,16432,1,0
6675,10184,1,2023-09-09,1,8,90,187,6,16433,1,0
6676,10185,1,2022-11-30,1,9,96,1488,5,16434,1,0
6677,10186,1,2023-07-11,1,4,58,1701,3,16435,1,0
6678,10187,1,2022-03-28,1,3,48,1746,8,16436,1,0
6679,10189,2,2023-04-12,1,11,112,908,3,16438,1,0
6680,10191,1,2024-07-06,1,3,50,507,4,16442,1,0
6681,10192,1,2024-09-23,1,26,169,314,3,16443,1,0
6682,10193,2,2022-10-13,1,10,102,1540,5,16445,1,0
6683,10196,2,2024-12-04,1,1,25,1846,9,16450,1,0
6684,10197,1,2024-07-16,1,7,86,196,9,16453,1,0
6685,10198,1,2023-07-21,1,3,41,1231,5,16454,1,0
6686,10198,1,2023-07-19,1,3,41,1231,5,16455,1,0
6687,10199,1,2024-07-23,1,2,37,956,4,16456,1,0
6688,10200,1,2022-11-20,1,2,34,892,3,16458,1,0
6689,10203,1,2023-06-07,1,18,143,812,4,16463,1,0
6690,10203,2,2023-06-26,1,18,143,812,4,16464,1,0
6691,10205,1,2024-01-17,1,9,95,1022,9,16467,1,0
6692,10207,1,2024-05-03,1,10,101,848,7,16471,1,0
6693,10208,1,2024-09-11,1,1,32,869,10,16473,1,0
6694,10210,1,2024-01-16,1,1,21,1399,8,16479,1,0
6695,10213,1,2023-05-06,1,9,96,1801,7,16484,1,0
6696,10214,1,2022-11-05,1,1,22,306,4,16485,1,0
6697,10215,1,2022-11-27,1,5,64,778,7,16486,1,0
6698,10217,1,2024-02-14,1,7,83,637,1,16491,1,0
6699,10218,1,2023-06-20,1,11,114,207,2,16492,1,0
6700,10219,1,2024-12-21,1,5,69,1483,10,16493,1,0
6701,10220,1,2022-09-24,1,21,154,1062,1,16494,1,0
6702,10222,1,2022-10-11,1,1,29,933,6,16498,1,1
6703,10224,1,2023-10-26,1,8,91,1341,1,16500,1,0
6704,10226,1,2022-06-20,1,19,146,628,10,16502,1,0
6705,10231,1,2024-04-06,1,31,182,962,2,16508,1,0
6706,10232,1,2022-02-03,1,4,60,1103,10,16509,1,0
6707,10233,1,2023-02-12,1,1,1,16,9,16510,1,0
6708,10234,2,2022-11-19,1,20,148,100,8,16512,1,1
6709,10235,1,2023-02-16,1,11,111,1880,8,16513,1,0
6710,10236,1,2023-06-22,1,4,54,1567,2,16514,1,0
6711,10237,1,2022-12-08,1,27,172,867,4,16515,1,0
6712,10239,2,2024-02-11,1,20,151,1170,4,16518,1,0
6713,10240,1,2022-07-04,1,1,16,32,5,16520,1,0
6714,10240,1,2022-07-25,1,1,16,32,5,16521,1,1
6715,10241,1,2024-10-19,1,27,172,1774,2,16524,1,0
6716,10242,1,2022-09-26,1,23,160,1722,6,16525,1,0
6717,10244,2,2023-08-19,1,10,105,431,4,16529,1,0
6718,10244,2,2023-09-14,1,10,105,431,4,16530,1,0
6719,10246,1,2023-03-26,1,16,136,155,2,16533,1,0
6720,10247,1,2022-05-28,1,4,60,132,1,16534,1,0
6721,10248,1,2023-12-27,1,6,76,1128,3,16537,1,0
6722,10249,1,2024-09-29,1,1,10,1671,2,16538,1,0
6723,10251,1,2024-07-21,1,1,21,1493,2,16540,1,0
6724,10252,1,2022-11-22,1,1,23,1171,1,16541,1,0
6725,10253,1,2023-02-28,1,3,46,1188,8,16543,1,0
6726,10256,1,2023-05-24,1,24,161,1191,10,16549,1,0
6727,10257,1,2024-01-08,1,8,88,649,2,16550,1,0
6728,10259,1,2022-12-28,1,27,172,867,7,16552,1,0
6729,10262,1,2024-07-29,1,3,50,1697,6,16557,1,0
6730,10263,1,2022-11-30,1,1,1,1930,7,16558,1,0
6731,10264,1,2022-03-16,1,6,71,558,9,16559,1,0
6732,10265,2,2022-06-09,1,4,52,248,8,16560,1,0
6733,10266,1,2023-12-27,1,25,164,582,1,16561,1,0
6734,10268,1,2023-04-19,1,1,5,747,8,16565,1,0
6735,10269,1,2024-01-12,1,21,152,1919,3,16568,1,0
6736,10270,1,2023-11-28,1,11,110,153,9,16569,1,0
6737,10271,1,2024-08-20,1,4,58,130,5,16570,1,0
6738,10271,1,2024-07-31,1,4,58,130,5,16571,1,0
6739,10272,1,2023-01-03,1,13,122,1236,9,16572,1,0
6740,10274,1,2023-10-11,1,25,165,879,1,16578,1,1
6741,10275,2,2024-06-01,1,2,35,1331,2,16579,1,0
6742,10277,2,2024-10-20,1,1,12,1429,3,16581,1,0
6743,10280,1,2024-02-27,1,3,41,257,6,16585,1,0
6744,10280,1,2024-03-26,1,3,41,257,6,16586,1,0
6745,10281,1,2022-03-18,1,17,138,943,7,16587,1,0
6746,10282,1,2024-10-03,1,2,33,1159,5,16588,1,0
6747,10283,1,2022-06-03,1,6,72,525,6,16589,1,0
6748,10287,1,2024-11-27,1,5,64,778,1,16594,1,0
6749,10288,1,2024-02-03,1,5,66,863,7,16595,1,0
6750,10290,2,2022-05-06,1,1,2,1065,1,16599,1,0
6751,10291,2,2023-12-16,1,12,117,1372,9,16600,1,0
6752,10292,1,2024-05-09,1,30,179,719,3,16602,1,0
6753,10293,1,2022-05-24,1,14,128,226,1,16604,1,0
6754,10294,1,2023-08-24,1,22,157,1533,8,16605,1,0
6755,10296,1,2024-05-09,1,26,168,583,1,16611,1,0
6756,10298,1,2024-12-15,1,30,180,1808,10,16613,1,0
6757,10298,1,2024-12-06,1,30,180,1808,10,16614,1,0
6758,10300,1,2023-01-15,1,1,28,1904,2,16617,1,0
6759,10303,1,2024-02-20,1,1,25,1804,7,16622,1,0
6760,10306,1,2022-11-12,1,16,136,1708,4,16626,1,0
6761,10309,1,2023-07-20,1,4,52,855,8,16633,1,0
6762,10311,1,2023-05-29,1,1,5,1876,9,16635,1,0
6763,10312,1,2022-10-04,1,11,113,639,3,16636,1,0
6764,10314,1,2023-08-17,1,23,159,121,5,16639,1,0
6765,10315,1,2022-07-03,1,5,64,91,7,16640,1,0
6766,10317,2,2024-04-23,1,15,130,2,9,16643,1,0
6767,10317,1,2024-04-03,1,15,130,2,9,16644,1,0
6768,10319,1,2023-07-07,1,13,122,1516,6,16647,1,0
6769,10320,2,2024-12-10,1,7,86,811,2,16649,1,0
6770,10321,1,2022-12-30,1,23,158,702,4,16650,1,0
6771,10321,1,2023-02-05,1,23,158,702,4,16651,1,0
6772,10323,1,2023-03-08,1,1,10,1937,10,16654,1,0
6773,10325,1,2024-02-10,1,14,127,922,5,16657,1,0
6774,10328,1,2022-12-30,1,5,62,298,8,16662,1,0
6775,10329,1,2024-12-28,1,1,5,479,9,16663,1,0
6776,10330,2,2023-04-02,1,4,57,1311,10,16666,1,0
6777,10331,1,2023-04-20,1,18,141,1098,4,16668,1,0
6778,10333,1,2022-05-07,1,5,63,1395,2,16672,1,0
6779,10335,1,2023-04-21,1,11,114,207,6,16676,1,0
6780,10336,1,2024-11-22,1,28,175,1805,2,16677,1,0
6781,10338,1,2024-12-23,1,3,47,679,1,16680,1,0
6782,10342,1,2024-02-22,1,14,126,1263,6,16685,1,0
6783,10343,1,2023-05-06,1,1,19,617,9,16689,1,0
6784,10346,1,2022-07-29,1,1,13,1912,10,16693,1,0
6785,10347,1,2022-11-11,1,26,169,644,8,16694,1,0
6786,10349,2,2023-01-03,1,6,74,1424,2,16698,1,0
6787,10350,1,2022-02-24,1,20,149,1788,7,16699,1,0
6788,10351,1,2023-03-19,1,28,175,1640,7,16700,1,0
6789,10352,1,2024-07-15,1,5,67,1666,3,16701,1,0
6790,10353,1,2024-04-30,1,1,1,749,7,16702,1,0
6791,10355,1,2023-05-31,1,1,1,1930,5,16704,1,0
6792,10356,2,2022-03-28,1,29,176,149,7,16705,1,0
6793,10357,1,2024-11-08,1,11,113,1645,8,16706,1,0
6794,10359,2,2023-01-17,1,11,111,161,2,16710,1,0
6795,10360,1,2024-08-26,1,22,156,462,2,16711,1,0
6796,10360,1,2024-11-06,1,22,156,462,2,16712,1,0
6797,10365,1,2022-06-23,1,8,92,1972,10,16724,1,0
6798,10367,1,2024-01-19,1,4,56,1433,6,16731,1,0
6799,10367,1,2024-01-21,1,4,56,1433,6,16732,1,0
6800,10368,2,2022-09-29,1,5,66,1894,6,16734,1,0
6801,10371,1,2024-12-17,1,12,116,1923,9,16741,1,0
6802,10373,1,2022-05-25,1,9,98,237,9,16745,1,0
6803,10374,2,2022-07-05,1,5,65,1624,2,16747,1,0
6804,10375,1,2024-08-21,1,5,64,91,10,16749,1,0
6805,10376,1,2024-09-06,1,27,171,44,9,16750,1,0
6806,10377,2,2025-01-16,1,1,9,780,10,16751,1,0
6807,10378,1,2023-07-16,1,9,98,576,1,16753,1,0
6808,10380,1,2022-11-26,1,10,102,1434,3,16757,1,0
6809,10381,1,2024-09-30,1,20,150,492,2,16759,1,0
6810,10384,2,2022-05-07,1,8,89,1465,4,16767,1,0
6811,10387,1,2024-03-15,1,1,19,1957,3,16773,1,0
6812,10389,1,2024-01-20,1,31,183,420,8,16775,1,0
6813,10390,1,2023-08-08,1,11,112,410,6,16778,1,0
6814,10391,1,2024-07-05,1,1,32,1101,7,16779,1,0
6815,10392,1,2024-10-18,1,12,118,78,6,16780,1,0
6816,10393,1,2022-06-11,1,16,136,1662,7,16781,1,0
6817,10395,1,2024-04-18,1,23,160,1304,1,16784,1,0
6818,10396,1,2023-07-28,1,1,6,458,8,16785,1,0
6819,10398,1,2022-07-07,1,3,49,1952,5,16787,1,0
6820,10400,1,2023-07-26,1,13,120,860,1,16791,1,0
